,mean,sd,hpd_3%,hpd_97%
αR[45],0.613,0.202,0.245,0.94
αR[46],0.625,0.195,0.291,0.957
αR[47],0.597,0.194,0.24,0.925
αR[48],0.155,0.058,0.06,0.255
αR[49],0.598,0.2,0.256,0.933
αR[50],0.597,0.199,0.258,0.967
αR[51],0.567,0.201,0.22,0.915
αR[52],0.011,0.01,0.001,0.029
αR[53],0.605,0.196,0.263,0.931
αR[54],0.087,0.034,0.037,0.153
αR[55],0.588,0.194,0.218,0.907
αR[56],0.59,0.205,0.22,0.923
αR[57],0.615,0.192,0.262,0.923
αB[0],0.795,0.144,0.531,0.989
αB[1],0.772,0.15,0.503,0.983
αB[2],0.817,0.137,0.561,0.99
αB[3],0.687,0.153,0.417,0.939
αB[4],0.799,0.133,0.545,0.989
αB[5],0.798,0.148,0.503,0.985
αB[6],0.77,0.152,0.491,0.98
αB[7],0.792,0.137,0.545,0.985
αB[8],0.811,0.125,0.595,0.983
αB[9],0.741,0.126,0.507,0.94
αB[10],0.711,0.157,0.422,0.965
αB[11],0.344,0.197,0.044,0.71
αB[12],0.76,0.153,0.465,0.978
αB[13],0.828,0.131,0.566,0.989
αB[14],0.693,0.178,0.359,0.961
αB[15],0.805,0.139,0.549,0.986
αB[16],0.857,0.126,0.625,0.993
αB[17],0.727,0.162,0.429,0.968
αB[18],0.638,0.2,0.255,0.941
αB[19],0.703,0.17,0.406,0.964
αB[20],0.801,0.136,0.551,0.985
αB[21],0.809,0.14,0.538,0.992
αB[22],0.798,0.14,0.532,0.988
αB[23],0.792,0.143,0.504,0.987
αB[24],0.781,0.151,0.492,0.982
αB[25],0.587,0.143,0.312,0.845
αB[26],0.709,0.174,0.37,0.97
αB[27],0.811,0.141,0.536,0.988
αB[28],0.425,0.127,0.195,0.649
αB[29],0.681,0.18,0.363,0.966
αB[30],0.471,0.19,0.119,0.794
αB[31],0.65,0.185,0.31,0.951
αB[32],0.758,0.163,0.45,0.986
αB[33],0.675,0.17,0.38,0.96
αB[34],0.629,0.162,0.317,0.892
αB[35],0.751,0.161,0.458,0.98
αB[36],0.631,0.14,0.367,0.87
αB[37],0.682,0.163,0.388,0.952
αB[38],0.789,0.148,0.512,0.981
αB[39],0.729,0.172,0.416,0.985
αB[40],0.715,0.165,0.415,0.96
αB[41],0.536,0.118,0.331,0.765
αB[42],0.714,0.17,0.397,0.97
αB[43],0.711,0.164,0.411,0.975
αB[44],0.568,0.186,0.235,0.888
αB[45],0.8,0.134,0.557,0.983
αB[46],0.786,0.139,0.53,0.981
αB[47],0.81,0.141,0.538,0.99
αB[48],0.794,0.137,0.521,0.976
αB[49],0.79,0.138,0.539,0.984
αB[50],0.789,0.16,0.473,0.988
αB[51],0.788,0.143,0.522,0.982
αB[52],0.659,0.184,0.32,0.959
αB[53],0.803,0.139,0.529,0.983
αB[54],0.726,0.161,0.423,0.967
αB[55],0.714,0.157,0.43,0.963
αB[56],0.736,0.154,0.439,0.966
αB[57],0.785,0.141,0.525,0.986
αC[0],0.831,0.131,0.574,0.992
αC[1],0.844,0.124,0.602,0.994
αC[2],0.783,0.144,0.504,0.979
αC[3],0.778,0.158,0.467,0.986
αC[4],0.81,0.136,0.554,0.99
αC[5],0.84,0.137,0.582,0.994
αC[6],0.818,0.144,0.542,0.996
αC[7],0.831,0.136,0.577,0.991
αC[8],0.825,0.137,0.569,0.989
αC[9],0.836,0.123,0.609,0.989
αC[10],0.63,0.192,0.284,0.937
αC[11],0.036,0.042,0.001,0.103
αC[12],0.816,0.139,0.539,0.983
αC[13],0.811,0.139,0.542,0.988
αC[14],0.69,0.19,0.342,0.968
αC[15],0.548,0.124,0.326,0.777
αC[16],0.824,0.14,0.548,0.992
αC[17],0.666,0.172,0.355,0.95
αC[18],0.756,0.154,0.474,0.982
αC[19],0.669,0.194,0.317,0.974
αC[20],0.79,0.166,0.468,0.993
αC[21],0.82,0.139,0.543,0.986
αC[22],0.775,0.184,0.414,0.996
αC[23],0.829,0.136,0.574,0.991
αC[24],0.826,0.14,0.578,0.993
αC[25],0.816,0.136,0.562,0.992
αC[26],0.702,0.18,0.363,0.964
αC[27],0.807,0.153,0.51,0.994
αC[28],0.826,0.138,0.555,0.994
αC[29],0.665,0.194,0.315,0.958
αC[30],0.749,0.153,0.468,0.975
αC[31],0.714,0.177,0.38,0.977
αC[32],0.772,0.16,0.479,0.986
αC[33],0.697,0.185,0.363,0.98
αC[34],0.757,0.17,0.426,0.975
αC[35],0.748,0.173,0.422,0.983
αC[36],0.697,0.178,0.356,0.971
αC[37],0.802,0.15,0.504,0.988
αC[38],0.828,0.138,0.557,0.988
αC[39],0.707,0.181,0.369,0.976
αC[40],0.634,0.21,0.214,0.935
αC[41],0.738,0.174,0.393,0.973
αC[42],0.785,0.147,0.522,0.983
αC[43],0.772,0.166,0.446,0.987
αC[44],0.829,0.138,0.559,0.991
αC[45],0.811,0.146,0.535,0.992
αC[46],0.84,0.136,0.584,0.995
αC[47],0.821,0.14,0.547,0.991
αC[48],0.833,0.131,0.587,0.993
αC[49],0.815,0.138,0.568,0.992
αC[50],0.607,0.2,0.247,0.933
αC[51],0.751,0.172,0.435,0.983
αC[52],0.545,0.249,0.128,0.964
αC[53],0.819,0.136,0.575,0.99
αC[54],0.761,0.174,0.41,0.993
αC[55],0.811,0.143,0.531,0.992
αC[56],0.828,0.146,0.557,0.994
αC[57],0.832,0.127,0.601,0.993
αBC[0],0.826,0.135,0.568,0.993
αBC[1],0.857,0.122,0.637,0.995
αBC[2],0.797,0.144,0.518,0.983
αBC[3],0.587,0.183,0.273,0.917
αBC[4],0.809,0.135,0.557,0.99
αBC[5],0.808,0.136,0.548,0.984
αBC[6],0.667,0.166,0.373,0.951
αBC[7],0.79,0.145,0.535,0.985
αBC[8],0.779,0.142,0.507,0.979
αBC[9],0.767,0.152,0.471,0.983
αBC[10],0.11,0.019,0.076,0.147
αBC[11],0.063,0.019,0.034,0.1
αBC[12],0.513,0.174,0.189,0.795
αBC[13],0.637,0.169,0.355,0.944
αBC[14],0.028,0.015,0.008,0.054
αBC[15],0.725,0.161,0.42,0.969
αBC[16],0.665,0.137,0.395,0.899
αBC[17],0.496,0.111,0.303,0.707
αBC[18],0.615,0.239,0.196,0.988
αBC[19],0.088,0.027,0.037,0.134
αBC[20],0.755,0.153,0.451,0.972
αBC[21],0.766,0.15,0.464,0.97
αBC[22],0.58,0.198,0.232,0.93
αBC[23],0.838,0.141,0.587,0.995
αBC[24],0.652,0.218,0.256,0.967
αBC[25],0.752,0.163,0.451,0.984
αBC[26],0.144,0.023,0.107,0.19
αBC[27],0.748,0.146,0.479,0.972
αBC[28],0.775,0.157,0.476,0.987
αBC[29],0.056,0.02,0.025,0.093
αBC[30],0.44,0.131,0.201,0.666
αBC[31],0.043,0.019,0.014,0.081
αBC[32],0.218,0.02,0.182,0.255
αBC[33],0.074,0.022,0.039,0.118
αBC[34],0.117,0.028,0.074,0.174
αBC[35],0.216,0.033,0.15,0.273
αBC[36],0.339,0.08,0.196,0.484
αBC[37],0.178,0.021,0.137,0.218
αBC[38],0.807,0.136,0.552,0.988
αBC[39],0.057,0.019,0.023,0.092
αBC[40],0.069,0.02,0.032,0.104
αBC[41],0.751,0.15,0.474,0.975
αBC[42],0.16,0.025,0.116,0.21
αBC[43],0.497,0.123,0.268,0.725
αBC[44],0.832,0.136,0.566,0.994
αBC[45],0.46,0.074,0.32,0.594
αBC[46],0.817,0.148,0.525,0.994
αBC[47],0.755,0.153,0.48,0.974
αBC[48],0.804,0.142,0.534,0.986
αBC[49],0.74,0.161,0.446,0.975
αBC[50],0.12,0.023,0.081,0.166
αBC[51],0.29,0.045,0.209,0.373
αBC[52],0.038,0.017,0.013,0.068
αBC[53],0.76,0.163,0.445,0.985
αBC[54],0.308,0.043,0.231,0.39
αBC[55],0.282,0.048,0.197,0.375
αBC[56],0.542,0.136,0.297,0.796
αBC[57],0.785,0.152,0.49,0.986
αG[0],0.694,0.181,0.355,0.954
αG[1],0.712,0.18,0.389,0.981
αG[2],0.644,0.183,0.32,0.938
αG[3],0.599,0.198,0.239,0.925
αG[4],0.44,0.154,0.159,0.718
αG[5],0.718,0.175,0.385,0.972
αG[6],0.69,0.19,0.341,0.983
αG[7],0.671,0.185,0.327,0.952
αG[8],0.709,0.188,0.372,0.993
αG[9],0.717,0.179,0.365,0.963
αG[10],0.011,0.006,0.002,0.021
αG[11],0.38,0.209,0.041,0.762
αG[12],0.671,0.193,0.295,0.962
αG[13],0.718,0.174,0.403,0.979
αG[14],0.714,0.176,0.37,0.968
αG[15],0.581,0.201,0.244,0.943
αG[16],0.703,0.184,0.367,0.982
αG[17],0.602,0.197,0.255,0.935
αG[18],0.656,0.184,0.315,0.951
αG[19],0.006,0.006,0.0,0.016
αG[20],0.708,0.182,0.361,0.977
αG[21],0.688,0.186,0.351,0.968
αG[22],0.006,0.005,0.001,0.014
αG[23],0.752,0.168,0.427,0.984
αG[24],0.688,0.181,0.356,0.974
αG[25],0.697,0.182,0.35,0.969
αG[26],0.644,0.192,0.293,0.961
αG[27],0.709,0.183,0.364,0.98
αG[28],0.725,0.175,0.395,0.982
αG[29],0.657,0.189,0.308,0.953
αG[30],0.68,0.188,0.324,0.959
αG[31],0.725,0.174,0.389,0.97
αG[32],0.595,0.177,0.276,0.903
αG[33],0.011,0.006,0.002,0.021
αG[34],0.603,0.188,0.279,0.941
αG[35],0.518,0.245,0.127,0.963
αG[36],0.676,0.192,0.332,0.975
αG[37],0.702,0.186,0.362,0.97
αG[38],0.717,0.179,0.37,0.972
αG[39],0.53,0.196,0.187,0.882
αG[40],0.584,0.201,0.246,0.929
αG[41],0.706,0.187,0.352,0.972
αG[42],0.705,0.186,0.37,0.985
αG[43],0.707,0.186,0.35,0.981
αG[44],0.711,0.18,0.367,0.973
αG[45],0.705,0.188,0.334,0.967
αG[46],0.719,0.177,0.403,0.975
αG[47],0.7,0.184,0.365,0.984
αG[48],0.711,0.172,0.406,0.98
αG[49],0.667,0.195,0.315,0.959
αG[50],0.04,0.011,0.021,0.059
αG[51],0.693,0.186,0.345,0.968
αG[52],0.031,0.011,0.014,0.05
αG[53],0.73,0.175,0.395,0.992
αG[54],0.727,0.182,0.369,0.978
αG[55],0.705,0.185,0.345,0.972
αG[56],0.703,0.188,0.372,0.981
αG[57],0.726,0.176,0.399,0.987
αH[0],0.663,0.182,0.337,0.962
αH[1],0.666,0.19,0.331,0.97
αH[2],0.675,0.179,0.358,0.963
αH[3],0.574,0.203,0.196,0.895
αH[4],0.579,0.191,0.243,0.915
αH[5],0.68,0.178,0.333,0.953
αH[6],0.652,0.19,0.31,0.954
αH[7],0.681,0.177,0.34,0.946
αH[8],0.676,0.18,0.345,0.969
αH[9],0.679,0.183,0.353,0.965
αH[10],0.58,0.217,0.163,0.913
αH[11],0.012,0.009,0.002,0.03
αH[12],0.657,0.193,0.294,0.949
αH[13],0.675,0.182,0.351,0.967
αH[14],0.664,0.189,0.29,0.933
αH[15],0.619,0.213,0.231,0.949
αH[16],0.675,0.181,0.327,0.96
αH[17],0.629,0.204,0.277,0.962
αH[18],0.665,0.181,0.329,0.951
αH[19],0.58,0.21,0.23,0.963
αH[20],0.69,0.177,0.381,0.985
αH[21],0.638,0.2,0.262,0.947
αH[22],0.621,0.202,0.234,0.945
αH[23],0.681,0.184,0.339,0.965
αH[24],0.642,0.19,0.29,0.945
αH[25],0.674,0.187,0.32,0.956
αH[26],0.626,0.197,0.277,0.949
αH[27],0.664,0.183,0.332,0.963
αH[28],0.678,0.191,0.302,0.963
αH[29],0.609,0.187,0.295,0.939
αH[30],0.661,0.189,0.317,0.966
αH[31],0.683,0.18,0.341,0.956
αH[32],0.633,0.186,0.268,0.914
αH[33],0.565,0.228,0.157,0.936
αH[34],0.61,0.199,0.25,0.931
αH[35],0.616,0.215,0.237,0.966
αH[36],0.66,0.186,0.338,0.97
αH[37],0.678,0.192,0.315,0.966
αH[38],0.661,0.19,0.31,0.965
αH[39],0.66,0.197,0.303,0.958
αH[40],0.023,0.01,0.007,0.043
αH[41],0.676,0.187,0.342,0.977
αH[42],0.666,0.19,0.329,0.974
αH[43],0.68,0.182,0.345,0.95
αH[44],0.678,0.185,0.343,0.956
αH[45],0.672,0.19,0.329,0.968
αH[46],0.683,0.187,0.337,0.967
αH[47],0.677,0.183,0.327,0.963
αH[48],0.672,0.188,0.33,0.964
αH[49],0.672,0.19,0.322,0.959
αH[50],0.633,0.196,0.285,0.953
αH[51],0.665,0.189,0.323,0.968
αH[52],0.271,0.221,0.002,0.696
αH[53],0.686,0.183,0.358,0.976
αH[54],0.673,0.184,0.34,0.971
αH[55],0.675,0.18,0.334,0.956
αH[56],0.662,0.19,0.336,0.969
αH[57],0.686,0.181,0.33,0.953
αJ[0],0.776,0.156,0.477,0.982
αJ[1],0.6,0.167,0.297,0.881
αJ[2],0.787,0.147,0.508,0.978
αJ[3],0.224,0.117,0.05,0.438
αJ[4],0.785,0.146,0.514,0.985
αJ[5],0.778,0.159,0.481,0.987
αJ[6],0.346,0.132,0.12,0.598
αJ[7],0.691,0.15,0.408,0.928
αJ[8],0.798,0.151,0.515,0.983
αJ[9],0.789,0.157,0.492,0.993
αJ[10],0.645,0.162,0.326,0.903
αJ[11],0.575,0.173,0.276,0.895
αJ[12],0.34,0.12,0.134,0.556
αJ[13],0.772,0.16,0.467,0.985
αJ[14],0.354,0.196,0.03,0.701
αJ[15],0.763,0.156,0.475,0.983
αJ[16],0.777,0.153,0.477,0.984
αJ[17],0.754,0.16,0.458,0.979
αJ[18],0.601,0.186,0.248,0.905
αJ[19],0.613,0.203,0.249,0.941
αJ[20],0.799,0.151,0.501,0.99
αJ[21],0.778,0.152,0.471,0.979
αJ[22],0.463,0.151,0.201,0.747
αJ[23],0.806,0.148,0.505,0.987
αJ[24],0.791,0.163,0.476,0.995
αJ[25],0.798,0.147,0.529,0.992
αJ[26],0.531,0.181,0.212,0.854
αJ[27],0.802,0.148,0.516,0.994
αJ[28],0.788,0.149,0.497,0.991
αJ[29],0.649,0.203,0.277,0.957
αJ[30],0.225,0.149,0.029,0.508
αJ[31],0.695,0.156,0.399,0.94
αJ[32],0.782,0.159,0.466,0.987
αJ[33],0.614,0.187,0.279,0.936
αJ[34],0.417,0.153,0.15,0.717
αJ[35],0.745,0.16,0.453,0.982
αJ[36],0.24,0.135,0.031,0.48
αJ[37],0.687,0.188,0.327,0.967
αJ[38],0.8,0.147,0.517,0.986
αJ[39],0.656,0.198,0.297,0.97
αJ[40],0.492,0.169,0.202,0.81
αJ[41],0.686,0.167,0.366,0.954
αJ[42],0.576,0.15,0.271,0.822
αJ[43],0.763,0.149,0.495,0.978
αJ[44],0.787,0.141,0.501,0.968
αJ[45],0.74,0.151,0.457,0.974
αJ[46],0.793,0.141,0.536,0.983
αJ[47],0.284,0.143,0.05,0.561
αJ[48],0.795,0.152,0.531,0.995
αJ[49],0.792,0.158,0.495,0.989
αJ[50],0.541,0.171,0.223,0.84
αJ[51],0.335,0.136,0.116,0.613
αJ[52],0.623,0.177,0.304,0.917
αJ[53],0.753,0.15,0.469,0.974
αJ[54],0.789,0.139,0.519,0.976
αJ[55],0.56,0.185,0.216,0.888
αJ[56],0.787,0.153,0.484,0.981
αJ[57],0.573,0.156,0.311,0.859
αK[0],0.685,0.15,0.426,0.946
αK[1],0.732,0.149,0.442,0.952
αK[2],0.655,0.157,0.368,0.913
αK[3],0.81,0.154,0.506,0.997
αK[4],0.814,0.141,0.549,0.986
αK[5],0.812,0.146,0.538,0.996
αK[6],0.511,0.127,0.273,0.736
αK[7],0.817,0.139,0.556,0.989
αK[8],0.821,0.146,0.549,0.991
αK[9],0.835,0.14,0.558,0.994
αK[10],0.077,0.014,0.051,0.102
αK[11],0.014,0.012,0.001,0.033
αK[12],0.854,0.13,0.604,0.997
αK[13],0.818,0.148,0.534,0.994
αK[14],0.012,0.014,0.001,0.03
αK[15],0.759,0.174,0.422,0.987
αK[16],0.802,0.148,0.517,0.984
αK[17],0.745,0.165,0.43,0.978
αK[18],0.778,0.162,0.483,0.982
αK[19],0.258,0.234,0.002,0.743
αK[20],0.619,0.164,0.325,0.906
αK[21],0.747,0.183,0.394,0.99
αK[22],0.752,0.184,0.409,0.991
αK[23],0.835,0.136,0.575,0.997
αK[24],0.797,0.146,0.523,0.987
αK[25],0.82,0.141,0.542,0.992
αK[26],0.746,0.16,0.454,0.976
αK[27],0.756,0.161,0.451,0.983
αK[28],0.587,0.164,0.285,0.855
αK[29],0.629,0.212,0.266,0.977
αK[30],0.558,0.205,0.164,0.892
αK[31],0.839,0.139,0.574,0.995
αK[32],0.786,0.153,0.502,0.99
αK[33],0.534,0.225,0.146,0.923
αK[34],0.808,0.144,0.539,0.991
αK[35],0.673,0.214,0.279,0.989
αK[36],0.821,0.147,0.532,0.992
αK[37],0.831,0.15,0.547,0.991
αK[38],0.642,0.158,0.339,0.909
αK[39],0.674,0.198,0.311,0.988
αK[40],0.062,0.016,0.033,0.09
