,mean,sd,hpd_3%,hpd_97%
αG[36],0.694,0.18,0.358,0.983
αG[37],0.514,0.199,0.178,0.859
αG[38],0.695,0.178,0.371,0.97
αG[39],0.634,0.193,0.293,0.96
αG[40],0.666,0.19,0.327,0.964
αG[41],0.563,0.173,0.244,0.867
αG[42],0.699,0.171,0.384,0.956
αG[43],0.632,0.184,0.317,0.943
αG[44],0.594,0.177,0.295,0.917
αG[45],0.034,0.009,0.017,0.052
αG[46],0.702,0.178,0.387,0.978
αG[47],0.676,0.182,0.349,0.959
αG[48],0.519,0.214,0.164,0.906
αG[49],0.514,0.243,0.11,0.939
αG[50],0.011,0.006,0.002,0.023
αG[51],0.696,0.177,0.391,0.966
αG[52],0.662,0.186,0.32,0.958
αG[53],0.646,0.197,0.293,0.97
αG[54],0.684,0.18,0.348,0.959
αG[55],0.065,0.017,0.038,0.099
αG[56],0.696,0.183,0.364,0.971
αG[57],0.548,0.186,0.198,0.858
αG[58],0.617,0.201,0.266,0.948
αG[59],0.508,0.176,0.196,0.836
αG[60],0.643,0.195,0.302,0.959
αG[61],0.603,0.166,0.295,0.896
αG[62],0.709,0.173,0.392,0.974
αG[63],0.645,0.184,0.314,0.955
αG[64],0.704,0.181,0.363,0.978
αG[65],0.616,0.18,0.281,0.918
αG[66],0.689,0.188,0.328,0.967
αH[0],0.02,0.013,0.003,0.042
αH[1],0.645,0.195,0.312,0.965
αH[2],0.557,0.229,0.156,0.93
αH[3],0.624,0.203,0.257,0.964
αH[4],0.591,0.21,0.201,0.93
αH[5],0.02,0.013,0.002,0.043
αH[6],0.372,0.222,0.029,0.776
αH[7],0.622,0.203,0.265,0.968
αH[8],0.646,0.202,0.291,0.969
αH[9],0.615,0.212,0.237,0.959
αH[10],0.608,0.215,0.211,0.946
αH[11],0.648,0.195,0.284,0.964
αH[12],0.323,0.173,0.054,0.65
αH[13],0.563,0.198,0.198,0.9
αH[14],0.625,0.205,0.237,0.935
αH[15],0.536,0.207,0.146,0.879
αH[16],0.631,0.203,0.272,0.96
αH[17],0.522,0.264,0.095,0.95
αH[18],0.622,0.208,0.244,0.953
αH[19],0.011,0.009,0.001,0.027
αH[20],0.63,0.203,0.231,0.932
αH[21],0.034,0.016,0.011,0.063
αH[22],0.629,0.196,0.281,0.95
αH[23],0.643,0.203,0.297,0.975
αH[24],0.643,0.198,0.304,0.977
αH[25],0.602,0.209,0.226,0.925
αH[26],0.641,0.196,0.286,0.956
αH[27],0.525,0.227,0.143,0.914
αH[28],0.007,0.009,0.0,0.019
αH[29],0.012,0.01,0.001,0.028
αH[30],0.652,0.198,0.315,0.975
αH[31],0.642,0.192,0.279,0.943
αH[32],0.498,0.227,0.113,0.883
αH[33],0.636,0.204,0.263,0.954
αH[34],0.528,0.229,0.149,0.934
αH[35],0.636,0.198,0.285,0.957
αH[36],0.634,0.196,0.262,0.94
αH[37],0.605,0.206,0.253,0.956
αH[38],0.647,0.203,0.265,0.948
αH[39],0.627,0.209,0.241,0.949
αH[40],0.601,0.207,0.221,0.934
αH[41],0.664,0.189,0.305,0.953
αH[42],0.628,0.202,0.272,0.965
αH[43],0.628,0.197,0.254,0.94
αH[44],0.517,0.191,0.206,0.88
αH[45],0.564,0.209,0.22,0.93
αH[46],0.628,0.205,0.261,0.958
αH[47],0.641,0.192,0.286,0.952
αH[48],0.319,0.203,0.02,0.705
αH[49],0.204,0.148,0.018,0.5
αH[50],0.467,0.252,0.055,0.895
αH[51],0.64,0.199,0.276,0.965
αH[52],0.613,0.207,0.233,0.946
αH[53],0.604,0.217,0.226,0.956
αH[54],0.628,0.2,0.274,0.952
αH[55],0.649,0.194,0.299,0.958
αH[56],0.615,0.204,0.273,0.96
αH[57],0.629,0.203,0.27,0.963
αH[58],0.013,0.011,0.002,0.03
αH[59],0.533,0.206,0.172,0.887
αH[60],0.611,0.201,0.233,0.94
αH[61],0.602,0.193,0.256,0.946
αH[62],0.635,0.196,0.267,0.948
αH[63],0.616,0.205,0.243,0.937
αH[64],0.636,0.197,0.277,0.962
αH[65],0.594,0.204,0.219,0.923
αH[66],0.627,0.201,0.258,0.957
αM[0],0.077,0.026,0.034,0.127
αM[1],0.563,0.158,0.291,0.854
αM[2],0.003,0.005,0.0,0.01
αM[3],0.416,0.158,0.149,0.711
αM[4],0.183,0.136,0.008,0.448
αM[5],0.448,0.144,0.187,0.71
αM[6],0.059,0.027,0.02,0.109
αM[7],0.293,0.189,0.022,0.642
αM[8],0.355,0.151,0.097,0.629
αM[9],0.176,0.191,0.001,0.564
αM[10],0.473,0.172,0.166,0.787
αM[11],0.062,0.021,0.03,0.101
αM[12],0.058,0.019,0.025,0.094
αM[13],0.248,0.101,0.072,0.428
αM[14],0.552,0.168,0.248,0.856
αM[15],0.641,0.137,0.381,0.866
