,Simulated_αD,Recovered_αD,Simulated_αDE,Recovered_αDE,Simulated_αDEF,Recovered_αDEF,Simulated_αS,Recovered_αS,Simulated_αE,Recovered_αE,Simulated_αF,Recovered_αF,Simulated_αEF,Recovered_αEF,Simulated_αG,Recovered_αG,Simulated_αH,Recovered_αH,Simulated_αM,Recovered_αM,Simulated_αN,Recovered_αN,Simulated_αMN,Recovered_αMN,Simulated_αU,Recovered_αU,Simulated_αUMN,Recovered_αUM,Recovered_αUMN
0,0.5943518616736585,0.5945640073527552,0.5537819451631041,0.5539069689015917,0.9778092775559605,0.9777938588321009,0.8640132095863932,0.8636985807395609,0.5459708523255358,0.5463059554028955,0.6712189187548363,0.6712079509723019,0.44495213341858775,0.44497710488340114,0.4424499029249548,0.4422956996461259,0.28881227926257164,0.2888815984766165,0.45616474795557427,0.4558916508858451,0.5013650982946974,0.5010668465817573,0.2909213510362728,0.29070727291912474,0.4952307767972171,0.4952877118355178,0.824392681163147,0.6774892012094491,0.8242466510815905
1,0.25113540564284337,0.25129674674904096,0.38031588921393894,0.38032325378576126,0.9162049649549049,0.9162492189604705,0.35207792086162487,0.35191880390787755,0.7251728181766594,0.724947365112647,0.5560890810193567,0.5560876989394623,0.48202511846441537,0.4820257377051058,0.5221773302075176,0.5222906789985206,0.3534474510852281,0.35350560237970535,0.2994100115324137,0.29941857414497314,0.8702670648018394,0.8702407891666375,0.1931466804924088,0.19316010074922488,0.2529732173752337,0.2529873006167545,0.487899969992545,0.7270864152387895,0.48780438493529726
2,0.48841014067502936,0.48845635489343486,0.2474707299181731,0.24742008829493087,0.6615048652009405,0.6613858068305554,0.3335630468205091,0.33335050693221413,0.2705394751137166,0.27044627823372314,0.8908490089851543,0.8908822932006227,0.7171342288731695,0.7172155171083517,0.7766661381043051,0.7766873113308976,0.8142740119426493,0.8142661921573376,0.2186787566295169,0.21861729132795296,0.6136461314699244,0.6135937193858191,0.40526533519453783,0.40524050843589354,0.4873508451060508,0.4875329082515174,0.507458327458148,0.509021032328252,0.5075205994266413
3,0.6184037788554073,0.6184933410377709,0.03255252598226353,0.03254755200674962,0.33195344393838877,0.3320082515733205,0.609870377662412,0.6098447422060049,0.31562118129135014,0.3158025071797393,0.23382339652646864,0.2337770867679046,0.5661170263007407,0.5661650667125171,0.4896357094886052,0.4893897357825024,0.9646893979498339,0.9647410414819392,0.6586886652407044,0.658673359014831,0.285597864458414,0.2855127593944452,0.3256808569365575,0.3255780348044178,0.8040182014528582,0.8041178699200946,0.6956687079584399,0.5285914910869987,0.6956559686468617
4,0.4023310697987203,0.402111433011202,0.6088891235543876,0.6088094607959476,0.1766269680697446,0.17664826532595632,0.3230391664380276,0.3226886779129745,0.3086394708663601,0.3085532346149951,0.5097808645748074,0.5096420804804972,0.5285505998445059,0.5285340602641572,0.2237026336554561,0.22367471335414954,0.23811042558084966,0.23810079702040848,0.6619296336648459,0.6618953573951842,0.5130991978244044,0.51283392991285,0.2868240456942241,0.286710279712206,0.5174028044434129,0.5173630109379921,0.2186025003326,0.5168030274797386,0.2186358898397555
5,0.9627030348572745,0.9627243069854775,0.5268381072240147,0.5269280230076893,0.09267400882859797,0.09264901790730927,0.0772660677407388,0.07729669180646309,0.2947164494705406,0.2947047114829144,0.2930863220399923,0.2931647568424288,0.3453454370519963,0.34547851230537374,0.7274890628390883,0.7276741902936422,0.1532527359824809,0.15319508638375273,0.4404703205044253,0.4403344907889394,0.6116464717202743,0.6115342277029185,0.6146920833586333,0.6145846582103532,0.8527979680972144,0.8526700836380644,0.9012298622971002,0.7208800063117686,0.9012148620743661
6,0.3787842840163967,0.37879869147516104,0.8167698022421265,0.8166744884375806,0.445919979228823,0.44583398265679364,0.16766114748364527,0.1676615036827,0.41003935074011216,0.41017909294259275,0.6542149940788187,0.6541221721814513,0.669133546378038,0.6689857427609398,0.7594472856132742,0.7595690655909448,0.5643418697728451,0.5649791329412294,0.7795907475905695,0.7793091408346007,0.3239862225684454,0.3240158204276709,0.778362989646857,0.7784287898149994,0.4690139783428361,0.4689052484742695,0.48976763791672584,0.1627638434296388,0.48959716950367504
7,0.21000262360558175,0.21019403388072672,0.19128120072073357,0.19128231443746288,0.40792874950435604,0.40814034397387694,0.8518654381034335,0.8517371971657387,0.7452344519865742,0.7453947144705254,0.17682049610467776,0.1768984962545894,0.8050057274528756,0.8050579113884627,0.5358323252981572,0.5356991771113901,0.8714530334421948,0.8714545305420975,0.14955060096367787,0.14943443525424116,0.3624059483047967,0.36227517792120445,0.10934853019994786,0.1093628110326482,0.8089040656325874,0.809082758927643,0.7748128448740242,0.4394723869556091,0.7748305305178901
8,0.12192338348425914,0.12194232733613711,0.3147644635203818,0.31466329214041894,0.2621263644608709,0.26208590358551276,0.7171225137583868,0.7175148712077433,0.531487544708143,0.5310309134574502,0.4363716480846619,0.4362185327821995,0.6740306918412565,0.6740221265289154,0.2030951781319525,0.20314548110194894,0.5548431435543728,0.5551839496401278,0.6183698813108547,0.618140768115554,0.5001481482067467,0.5001795689371372,0.6139144122788915,0.6138785381833313,0.06941806272216222,0.06940398042689827,0.8960863257102013,0.3984411508348753,0.8962127050752313
9,0.3005513431515502,0.300551173634177,0.8834448438366108,0.8835071024872478,0.5179973125148236,0.5179171054038656,0.7275282960257414,0.7274521962012973,0.6220384208452724,0.6220046141285772,0.6748094905591028,0.6746541658377975,0.860017151194057,0.8597658287446466,0.7111297889197583,0.711156004150982,0.45897438008074115,0.4587514462662685,0.390794418661465,0.39090235835245757,0.6380082901424612,0.6381187836007691,0.5387121277504456,0.5386796877521378,0.7029136844864229,0.7028409470411089,0.8153733060538415,0.8901465300933246,0.8153802390619066
