,mean,sd,hpd_3%,hpd_97%
αMN[7],0.815,0.141,0.528,0.986
αMN[8],0.309,0.118,0.099,0.522
αMN[9],0.777,0.15,0.476,0.977
αMN[10],0.017,0.013,0.002,0.043
αMN[11],0.26,0.05,0.168,0.353
αMN[12],0.319,0.077,0.17,0.455
αMN[13],0.349,0.079,0.217,0.502
αMN[14],0.768,0.18,0.416,0.992
αMN[15],0.699,0.184,0.352,0.982
αMN[16],0.254,0.077,0.115,0.393
αMN[17],0.546,0.165,0.255,0.843
αMN[18],0.083,0.04,0.025,0.157
αMN[19],0.143,0.02,0.105,0.18
αMN[20],0.411,0.089,0.25,0.583
αMN[21],0.068,0.038,0.013,0.138
αMN[22],0.842,0.137,0.566,0.992
αMN[23],0.796,0.147,0.527,0.987
αMN[24],0.742,0.144,0.484,0.973
αMN[25],0.737,0.168,0.424,0.979
αMN[26],0.127,0.039,0.059,0.2
αMN[27],0.081,0.049,0.015,0.172
αMN[28],0.041,0.013,0.019,0.065
αMN[29],0.073,0.01,0.055,0.092
αMN[30],0.833,0.139,0.564,0.993
αMN[31],0.53,0.173,0.224,0.854
αMN[32],0.103,0.037,0.042,0.172
αMN[33],0.392,0.104,0.2,0.58
αMN[34],0.778,0.158,0.473,0.985
αMN[35],0.79,0.15,0.511,0.986
αMN[36],0.634,0.18,0.328,0.932
αMN[37],0.632,0.169,0.329,0.923
αMN[38],0.836,0.128,0.598,0.994
αMN[39],0.666,0.159,0.37,0.932
αMN[40],0.851,0.131,0.607,0.994
αMN[41],0.777,0.147,0.509,0.98
αMN[42],0.038,0.015,0.015,0.065
αMN[43],0.804,0.151,0.511,0.991
αMN[44],0.048,0.011,0.028,0.068
αMN[45],0.591,0.178,0.266,0.894
αMN[46],0.832,0.136,0.57,0.989
αMN[47],0.683,0.193,0.323,0.968
αMN[48],0.298,0.068,0.172,0.418
αMN[49],0.044,0.012,0.025,0.069
αMN[50],0.154,0.036,0.089,0.222
αMN[51],0.808,0.143,0.552,0.99
αMN[52],0.735,0.171,0.43,0.982
αMN[53],0.132,0.018,0.101,0.166
αMN[54],0.765,0.15,0.496,0.974
αMN[55],0.371,0.074,0.238,0.513
αMN[56],0.762,0.141,0.502,0.972
αMN[57],0.843,0.128,0.6,0.997
αMN[58],0.082,0.014,0.057,0.108
αMN[59],0.524,0.111,0.319,0.72
αMN[60],0.761,0.145,0.505,0.973
αMN[61],0.142,0.026,0.094,0.191
αMN[62],0.534,0.172,0.24,0.835
αMN[63],0.161,0.033,0.1,0.222
αMN[64],0.83,0.133,0.594,0.999
αMN[65],0.786,0.174,0.443,0.995
αMN[66],0.772,0.156,0.479,0.981
αU[0],0.064,0.052,0.003,0.156
αU[1],0.579,0.192,0.225,0.902
αU[2],0.071,0.092,0.001,0.218
αU[3],0.573,0.196,0.208,0.886
αU[4],0.57,0.2,0.198,0.891
αU[5],0.024,0.026,0.001,0.067
αU[6],0.023,0.03,0.001,0.06
αU[7],0.569,0.202,0.237,0.935
αU[8],0.586,0.196,0.255,0.932
αU[9],0.428,0.177,0.092,0.714
αU[10],0.006,0.009,0.0,0.019
αU[11],0.564,0.18,0.213,0.873
αU[12],0.469,0.167,0.205,0.792
αU[13],0.141,0.075,0.037,0.293
αU[14],0.56,0.211,0.195,0.932
αU[15],0.598,0.2,0.244,0.932
αU[16],0.59,0.201,0.233,0.934
αU[17],0.08,0.087,0.002,0.241
αU[18],0.529,0.217,0.177,0.924
αU[19],0.02,0.028,0.001,0.057
αU[20],0.611,0.187,0.264,0.923
αU[21],0.008,0.012,0.0,0.024
αU[22],0.592,0.193,0.248,0.925
αU[23],0.599,0.199,0.225,0.923
αU[24],0.252,0.116,0.078,0.5
αU[25],0.193,0.098,0.052,0.377
αU[26],0.601,0.211,0.215,0.941
αU[27],0.081,0.043,0.017,0.16
αU[28],0.007,0.012,0.0,0.022
αU[29],0.014,0.019,0.0,0.043
αU[30],0.594,0.189,0.265,0.931
αU[31],0.177,0.077,0.041,0.321
αU[32],0.056,0.038,0.009,0.122
αU[33],0.594,0.196,0.25,0.921
αU[34],0.523,0.208,0.14,0.88
αU[35],0.39,0.161,0.139,0.714
αU[36],0.594,0.193,0.226,0.895
αU[37],0.02,0.029,0.0,0.061
αU[38],0.596,0.19,0.254,0.907
αU[39],0.585,0.199,0.233,0.931
αU[40],0.553,0.205,0.19,0.904
αU[41],0.587,0.201,0.234,0.94
αU[42],0.005,0.009,0.0,0.015
αU[43],0.593,0.195,0.225,0.903
αU[44],0.549,0.196,0.221,0.884
αU[45],0.033,0.032,0.002,0.08
αU[46],0.594,0.195,0.241,0.927
αU[47],0.582,0.197,0.23,0.927
αU[48],0.514,0.201,0.13,0.841
αU[49],0.011,0.016,0.0,0.039
αU[50],0.018,0.025,0.0,0.058
αU[51],0.585,0.202,0.219,0.922
αU[52],0.562,0.196,0.213,0.894
αU[53],0.331,0.2,0.04,0.71
αU[54],0.584,0.193,0.236,0.913
αU[55],0.63,0.195,0.277,0.952
αU[56],0.605,0.192,0.245,0.924
αU[57],0.601,0.196,0.26,0.955
αU[58],0.091,0.054,0.016,0.188
αU[59],0.597,0.189,0.265,0.932
αU[60],0.578,0.195,0.234,0.911
αU[61],0.612,0.192,0.278,0.952
αU[62],0.599,0.196,0.249,0.928
αU[63],0.179,0.082,0.053,0.335
αU[64],0.59,0.199,0.206,0.916
αU[65],0.598,0.195,0.246,0.92
αU[66],0.514,0.183,0.179,0.832
αUM[0],0.319,0.192,0.022,0.672
αUM[1],0.812,0.128,0.566,0.988
αUM[2],0.566,0.227,0.189,0.96
αUM[3],0.803,0.137,0.531,0.982
αUM[4],0.716,0.173,0.395,0.963
αUM[5],0.601,0.153,0.326,0.873
αUM[6],0.713,0.193,0.347,0.98
αUM[7],0.81,0.143,0.524,0.988
αUM[8],0.818,0.128,0.585,0.99
αUM[9],0.748,0.142,0.474,0.962
αUM[10],0.129,0.099,0.007,0.311
αUM[11],0.232,0.168,0.015,0.554
αUM[12],0.642,0.179,0.314,0.936
αUM[13],0.299,0.133,0.071,0.542
αUM[14],0.801,0.146,0.512,0.982
αUM[15],0.652,0.162,0.36,0.936
αUM[16],0.498,0.126,0.27,0.714
αUM[17],0.614,0.22,0.189,0.954
αUM[18],0.197,0.108,0.035,0.396
αUM[19],0.582,0.229,0.174,0.97
αUM[20],0.545,0.163,0.246,0.845
αUM[21],0.401,0.13,0.169,0.643
αUM[22],0.816,0.14,0.547,0.995
αUM[23],0.595,0.125,0.35,0.813
αUM[24],0.58,0.122,0.35,0.784
αUM[25],0.634,0.197,0.286,0.954
αUM[26],0.3,0.12,0.104,0.517
αUM[27],0.59,0.231,0.179,0.943
αUM[28],0.199,0.136,0.013,0.464
αUM[29],0.119,0.119,0.002,0.331
αUM[30],0.804,0.138,0.558,0.983
αUM[31],0.6,0.199,0.26,0.951
αUM[32],0.287,0.206,0.011,0.665
αUM[33],0.809,0.142,0.545,0.992
αUM[34],0.585,0.23,0.176,0.95
αUM[35],0.651,0.15,0.378,0.901
αUM[36],0.815,0.136,0.562,0.987
αUM[37],0.561,0.224,0.183,0.944
αUM[38],0.836,0.132,0.592,0.992
αUM[39],0.11,0.092,0.005,0.267
αUM[40],0.787,0.145,0.511,0.98
αUM[41],0.286,0.103,0.107,0.481
αUM[42],0.173,0.113,0.023,0.384
αUM[43],0.81,0.14,0.545,0.993
αUM[44],0.682,0.196,0.323,0.968
αUM[45],0.622,0.208,0.258,0.953
αUM[46],0.716,0.196,0.346,0.983
αUM[47],0.805,0.139,0.538,0.986
αUM[48],0.775,0.149,0.479,0.976
αUM[49],0.524,0.167,0.228,0.833
αUM[50],0.58,0.23,0.181,0.975
αUM[51],0.806,0.138,0.554,0.989
αUM[52],0.793,0.142,0.535,0.976
αUM[53],0.638,0.153,0.369,0.911
αUM[54],0.811,0.14,0.544,0.988
αUM[55],0.639,0.219,0.258,0.984
αUM[56],0.812,0.137,0.546,0.991
αUM[57],0.815,0.133,0.549,0.985
αUM[58],0.46,0.262,0.02,0.891
αUM[59],0.809,0.137,0.554,0.985
αUM[60],0.573,0.114,0.381,0.799
αUM[61],0.21,0.176,0.004,0.558
αUM[62],0.723,0.195,0.352,0.987
αUM[63],0.53,0.15,0.264,0.811
αUM[64],0.747,0.138,0.498,0.968
αUM[65],0.78,0.147,0.505,0.99
αUM[66],0.349,0.127,0.128,0.584
αUMN[0],0.02,0.013,0.003,0.041
αUMN[1],0.705,0.208,0.318,0.99
αUMN[2],0.056,0.05,0.005,0.139
αUMN[3],0.818,0.144,0.537,0.991
αUMN[4],0.185,0.076,0.059,0.33
αUMN[5],0.807,0.16,0.499,0.994
αUMN[6],0.136,0.078,0.019,0.275
αUMN[7],0.805,0.136,0.537,0.984
αUMN[8],0.827,0.136,0.543,0.993
αUMN[9],0.767,0.148,0.49,0.978
αUMN[10],0.543,0.215,0.181,0.925
αUMN[11],0.785,0.155,0.507,0.992
αUMN[12],0.8,0.15,0.51,0.995
αUMN[13],0.125,0.028,0.077,0.183
αUMN[14],0.831,0.137,0.573,0.995
αUMN[15],0.134,0.023,0.094,0.179
αUMN[16],0.646,0.154,0.379,0.924
αUMN[17],0.073,0.053,0.008,0.168
αUMN[18],0.533,0.214,0.14,0.885
αUMN[19],0.023,0.01,0.007,0.042
αUMN[20],0.828,0.136,0.589,0.995
αUMN[21],0.62,0.214,0.243,0.951
αUMN[22],0.83,0.138,0.575,0.993
αUMN[23],0.796,0.16,0.482,0.994
αUMN[24],0.73,0.165,0.426,0.973
αUMN[25],0.275,0.059,0.171,0.385
αUMN[26],0.461,0.184,0.141,0.786
αUMN[27],0.487,0.188,0.131,0.805
αUMN[28],0.534,0.246,0.106,0.922
αUMN[29],0.807,0.151,0.528,0.996
αUMN[30],0.816,0.136,0.567,0.99
αUMN[31],0.28,0.069,0.157,0.409
αUMN[32],0.615,0.244,0.168,0.971
αUMN[33],0.685,0.226,0.255,0.986
αUMN[34],0.03,0.023,0.003,0.073
αUMN[35],0.586,0.127,0.342,0.805
αUMN[36],0.821,0.14,0.552,0.989
αUMN[37],0.119,0.031,0.07,0.183
αUMN[38],0.837,0.143,0.547,0.996
αUMN[39],0.554,0.129,0.319,0.802
αUMN[40],0.821,0.138,0.559,0.991
αUMN[41],0.61,0.179,0.309,0.928
αUMN[42],0.6,0.223,0.184,0.944
αUMN[43],0.841,0.133,0.569,0.988
αUMN[44],0.685,0.196,0.35,0.977
αUMN[45],0.047,0.012,0.026,0.07
αUMN[46],0.815,0.138,0.567,0.993
αUMN[47],0.831,0.14,0.571,0.993
αUMN[48],0.808,0.153,0.516,0.994
αUMN[49],0.408,0.263,0.006,0.852
αUMN[50],0.301,0.166,0.042,0.611
αUMN[51],0.131,0.022,0.09,0.168
αUMN[52],0.816,0.148,0.529,0.991
αUMN[53],0.786,0.164,0.48,0.99
αUMN[54],0.82,0.132,0.579,0.988
αUMN[55],0.319,0.092,0.141,0.481
αUMN[56],0.833,0.135,0.576,0.994
αUMN[57],0.835,0.142,0.561,0.994
αUMN[58],0.104,0.052,0.027,0.205
αUMN[59],0.753,0.145,0.47,0.962
αUMN[60],0.842,0.132,0.584,0.996
αUMN[61],0.311,0.117,0.112,0.536
αUMN[62],0.836,0.139,0.559,0.989
αUMN[63],0.632,0.177,0.315,0.927
αUMN[64],0.812,0.138,0.546,0.992
αUMN[65],0.817,0.149,0.522,0.994
αUMN[66],0.484,0.241,0.098,0.922
