,Simulated_α,Recovered_α
0,0.3955902039638787,0.3959867175422699
1,0.5544994569212238,0.5529697702609071
2,0.1948837673141745,0.19729776949456615
3,0.7442581603236373,0.7465513491778331
4,0.7465354428785914,0.7479786301540572
5,0.694001478330955,0.6942402168567183
6,0.8756265293035753,0.8716497768727288
7,0.2027491550722327,0.20484482899760711
8,0.5362548461712969,0.5351793887339348
9,0.09876403787379771,0.11794575911738721
10,0.7522844582642395,0.7523248353800022
11,0.6597178051388142,0.660778983572614
12,0.41506757371722347,0.41474392616705297
13,0.5213133040417013,0.522437309037094
14,0.6749417734366244,0.6767233007320231
15,0.10555720233734021,0.11972018308030605
16,0.4334743515215999,0.4305058736522764
17,0.8817155164558985,0.8785336407176858
18,0.6860579729132611,0.6873746236358728
19,0.7501840470527976,0.7533479970309488
20,0.21401118029128982,0.2151282017996304
21,0.8446931717296328,0.8463790952360112
22,0.5886116227918856,0.5864873338777042
23,0.7503468235588505,0.7528527226683522
24,0.8830409138760846,0.8788190746736326
25,0.8023920661272844,0.8011620176849031
26,0.2584046108943404,0.2565823472889332
27,0.46900638357044405,0.46867582229005456
28,0.6396683658182535,0.6408891365067427
29,0.8526199575096036,0.8543134359589495
30,0.3962467368227148,0.3964540855445616
31,0.22329381908156923,0.2215803762852556
32,0.5446262739151283,0.5401186070633465
33,0.35582181807016783,0.3545465783873776
34,0.06381244632331928,0.09552207720394407
35,0.5115168202710836,0.5126752287605671
36,0.5604992520318082,0.5604445232526621
37,0.8524849717841476,0.8518804009932032
38,0.38261680840751555,0.3810424876979547
39,0.3609115002609711,0.3600051240415234
40,0.6846645007174634,0.6881928837714147
41,0.3191297503036703,0.3210262023153348
42,0.31639436663974957,0.3163458346227963
43,0.1258358154674228,0.13380104604704543
44,0.7475727597106572,0.7517772589267162
45,0.41995844323376536,0.41824561756917983
46,0.30481487556082654,0.3024100612564173
47,0.6315781031253159,0.6311955255920516
48,0.22082107323181097,0.22184417456008343
49,0.8924482924898641,0.8841092419934524
50,0.6230160116845245,0.6211785476038915
51,0.6752722024270904,0.6760010698498039
52,0.8444392011269252,0.8466987865750358
53,0.7325206773891599,0.7339608256857058
54,0.7696542871962424,0.7704764274116427
55,0.4277322994846739,0.42317962803621206
56,0.6885513925553997,0.6865461757066706
57,0.6213802505948401,0.621735467859702
58,0.48295317677065874,0.48250654470759574
59,0.5106866146346656,0.5113527197927858
60,0.8491236581931488,0.8503126267784525
61,0.4893462337909563,0.48862596147755916
62,0.5973814251090834,0.5995834362553536
63,0.5724233005534676,0.5724079568086684
64,0.3301768187552901,0.32836635854646
65,0.5341994142564267,0.532944339581974
66,0.7312099545965557,0.7304102270200145
