,Simulated_α,Recovered_α
0,0.27910838941588156,0.2791553627002017
1,0.10323596497169954,0.10322862981164987
2,0.7913355278802641,0.791320217530166
3,0.3495526722952869,0.34955082663989556
4,0.21700014539986512,0.21701225865325618
5,0.4604014417157394,0.46039760533319296
6,0.5803330585079627,0.580246285392034
7,0.4079236995679825,0.4079622345062066
8,0.8994525246576112,0.8993762083941974
9,0.7126053080370544,0.7126107632742282
10,0.7157644033162563,0.7158378073645568
11,0.2004420443917002,0.20046059084587398
12,0.6828067263307286,0.682886387323357
13,0.5774360257954991,0.57747806242834
14,0.4131129303374243,0.41320239528705555
15,0.5611890095026537,0.5612397697335354
16,0.38274442388892976,0.38279854433732274
17,0.6193161772448063,0.6192194003942795
18,0.5506110992343769,0.5506244796784979
19,0.6228229874790053,0.6229259411407863
20,0.31245992899072167,0.3124761755482533
21,0.29391119768638446,0.29400743977165206
22,0.24940162882258604,0.2494029935604598
23,0.3891192797919546,0.38929115900521316
24,0.41628799895487806,0.4162948677071962
25,0.3515452493821343,0.3515625628207604
26,0.7946272524307222,0.7945843366312468
27,0.821862684030989,0.8218134035343253
28,0.775965439569322,0.7760958348071556
29,0.17347868380116635,0.17344492734344943
30,0.22808375433467193,0.22804723790761044
31,0.12215908065218462,0.12221375326985448
32,0.2641554956152057,0.26412660800173576
33,0.2841309628459172,0.2841795545333864
34,0.349805145662145,0.34977677349779507
35,0.3222405528262481,0.3222512860471264
36,0.7011542047056071,0.7012104326080671
37,0.7148975563836121,0.714902086626925
38,0.7775324398635816,0.7775177450297512
39,0.30814123757964224,0.3081291214718897
40,0.49796473508227435,0.4979834568125697
41,0.28280058055190643,0.2827679957384671
42,0.1271212467891669,0.1271137980255592
43,0.3111667725974071,0.3111739522029193
44,0.3508298377859652,0.3507374547703305
45,0.648218238729746,0.6481471103998404
46,0.13833308576273118,0.13832240826537417
47,0.4424689458382986,0.44258414826910475
48,0.8438641578283202,0.8438546791346132
49,0.7293359227683346,0.7293397605492025
50,0.15007004109213418,0.14999523160858522
51,0.2675304650072484,0.26752032326432795
52,0.3245091394235637,0.32456580318039213
53,0.8179215061981305,0.8178478871438906
54,0.3207420366127189,0.3206411439977959
55,0.5616661438347658,0.5617659612104666
56,0.3488256710329369,0.3486861764089075
57,0.5749335668848702,0.5748161641926831
58,0.08607078028797348,0.08604581404167398
59,0.28475296805644645,0.28472090404094924
60,0.37805136431883285,0.3780876146600944
61,0.7535949945784632,0.7535835185754824
62,0.5011985501586478,0.5012819917833051
63,0.6258016889767121,0.6257118672980958
64,0.8780048084608989,0.8779736558959611
65,0.5810929483370396,0.5812093592601425
66,0.41290041192034643,0.4128816952687371
