ID,Stimulus,trialseq,DV,R,s,T,u,R_abs,T_abs,US,Test
106,s,77,2.734567901,0,1,0,0,1,0,0,0
106,u,78,4.915638111,0,0,0,1,0,1,0,0
106,Ts,79,4.977366506,0,1,1,0,0,0,0,0
106,Tu,80,1.018518519,0,0,1,1,0,0,0,0
107,Tu,1,3.021759259,0,0,1,1,0,0,1,1
107,u,2,2.630588624,0,0,0,1,0,1,0,1
107,u,3,1.88655754,0,0,0,1,0,1,0,1
107,Tu,4,4.363161376,0,0,1,1,0,0,1,1
107,Tu,5,4.978042328,0,0,1,1,0,0,1,1
107,u,6,1.346494709,0,0,0,1,0,1,0,1
107,Tu,7,4.851636905,0,0,1,1,0,0,1,1
107,u,8,1.075132275,0,0,0,1,0,1,0,1
107,Tu,9,4.923991402,0,0,1,1,0,0,0,1
107,u,10,1.920849868,0,0,0,1,0,1,1,1
107,Tu,11,3.641865079,0,0,1,1,0,0,1,1
107,u,12,3.641865079,0,0,0,1,0,1,0,1
107,u,13,3.222916667,0,0,0,1,0,1,1,1
107,Tu,14,3.518584656,0,0,1,1,0,0,1,1
107,Tu,15,3.563657407,0,0,1,1,0,0,0,1
107,u,16,4.026636905,0,0,0,1,0,1,0,1
107,u,17,4.026636905,0,0,0,1,0,1,1,1
107,u,18,3.592708333,0,0,0,1,0,1,0,1
107,Tu,19,3.413376323,0,0,1,1,0,0,1,1
107,Tu,20,3.448809524,0,0,1,1,0,0,1,1
107,u,21,2.390906085,0,0,0,1,0,1,0,1
107,Tu,22,2.390906085,0,0,1,1,0,0,0,1
107,u,23,3.579927249,0,0,0,1,0,1,0,1
107,Tu,24,3.423478836,0,0,1,1,0,0,1,1
107,Rs,25,3.026521164,1,1,0,0,0,0,0,1
107,Rs,26,1.951901455,1,1,0,0,0,0,1,1
107,s,27,2.965922619,0,1,0,0,1,0,0,1
107,s,28,2.719609788,0,1,0,0,1,0,1,1
107,s,29,2.583829365,0,1,0,0,1,0,1,1
107,Rs,30,2.979960317,1,1,0,0,0,0,1,1
107,s,31,2.229596561,0,1,0,0,1,0,0,1
107,Rs,32,3.472238757,1,1,0,0,0,0,1,1
107,Rs,33,3.653339947,1,1,0,0,0,0,1,1
107,s,34,3.312566138,0,1,0,0,1,0,0,1
107,s,35,3.925876323,0,1,0,0,1,0,0,1
107,Rs,36,3.925876323,1,1,0,0,0,0,1,1
107,s,37,3.544031085,0,1,0,0,1,0,0,1
107,Rs,38,3.544031085,1,1,0,0,0,0,1,1
107,Rs,39,4.000529101,1,1,0,0,0,0,0,1
107,s,40,3.558746693,0,1,0,0,1,0,1,1
107,s,41,3.893501984,0,1,0,0,1,0,0,1
107,Rs,42,2.981299603,1,1,0,0,0,0,1,1
107,s,43,2.322056878,0,1,0,0,1,0,0,1
107,Rs,44,3.78723545,1,1,0,0,0,0,1,1
107,Rs,45,2.150793651,1,1,0,0,0,0,0,1
107,Rs,46,3.992046958,1,1,0,0,0,0,1,1
107,s,47,1.955935847,0,1,0,0,1,0,0,1
107,s,48,4.17255291,0,1,0,0,1,0,0,1
107,Tu,49,3.673578042,0,0,1,1,0,0,1,1
107,s,50,2.408515212,0,1,0,0,1,0,0,1
107,Tu,51,3.761177249,0,0,1,1,0,0,1,1
107,Rs,52,3.007242063,1,1,0,0,0,0,1,1
107,u,53,2.272387566,0,0,0,1,0,1,1,1
107,Rs,54,3.974685847,1,1,0,0,0,0,0,1
107,s,55,3.787698413,0,1,0,0,1,0,0,1
107,u,56,3.784259259,0,0,0,1,0,1,0,1
107,Rs,57,2.24646164,1,1,0,0,0,0,1,1
107,Tu,58,3.872453704,0,0,1,1,0,0,0,1
107,u,59,3.000330688,0,0,0,1,0,1,0,1
107,Rs,60,3.616517857,1,1,0,0,0,0,1,1
107,s,61,3.616517857,0,1,0,0,1,0,0,1
107,Tu,62,3.345734127,0,0,1,1,0,0,1,1
107,u,63,2.354431217,0,0,0,1,0,1,0,1
107,s,64,1.995982143,0,1,0,0,1,0,1,1
107,Rs,65,3.772602513,1,1,0,0,0,0,0,0
107,Ru,66,3.450115741,1,0,0,1,0,0,0,0
107,Ts,67,2.269874339,0,1,1,0,0,0,0,0
107,T,68,3.532457011,0,0,1,0,0,0,0,0
107,Tu,69,4.037962963,0,0,1,1,0,0,0,0
107,s,70,2.974503968,0,1,0,0,1,0,0,0
107,R,71,2.66656746,1,0,0,0,0,0,0,0
107,u,72,3.663574735,0,0,0,1,0,1,0,0
107,Tu,73,4.054298942,0,0,1,1,0,0,0,0
107,Ru,74,1.908945106,1,0,0,1,0,0,0,0
107,T,75,3.439566799,0,0,1,0,0,0,0,0
107,R,76,3.00014881,1,0,0,0,0,0,0,0
107,s,77,1.937929894,0,1,0,0,1,0,0,0
107,u,78,2.320122354,0,0,0,1,0,1,0,0
107,Rs,79,3.725429894,1,1,0,0,0,0,0,0
107,Ts,80,1.942410714,0,1,1,0,0,0,0,0
108,Rs,1,3.004375241,1,1,0,0,0,0,0,1
108,s,2,1.012975471,0,1,0,0,1,0,0,1
108,s,3,2.121746902,0,1,0,0,1,0,1,1
108,Rs,4,4.133685679,1,1,0,0,0,0,1,1
108,s,5,2.136718449,0,1,0,0,1,0,1,1
108,s,6,3.956024245,0,1,0,0,1,0,0,1
108,Rs,7,3.980858471,1,1,0,0,0,0,1,1
108,Rs,8,4.095405635,1,1,0,0,0,0,0,1
108,s,9,2.238770737,0,1,0,0,1,0,0,1
108,s,10,3.788985038,0,1,0,0,1,0,0,1
108,Rs,11,1.821702293,1,1,0,0,0,0,1,1
108,Rs,12,3.867274908,1,1,0,0,0,0,1,1
108,Rs,13,4.083913243,1,1,0,0,0,0,1,1
108,Rs,14,4.437389685,1,1,0,0,0,0,1,1
108,s,15,1.695919687,0,1,0,0,1,0,1,1
108,s,16,2.697818709,0,1,0,0,1,0,0,1
108,Rs,17,3.990697037,1,1,0,0,0,0,1,1
108,s,18,4.001684872,0,1,0,0,1,0,0,1
108,Rs,19,4.553727214,1,1,0,0,0,0,1,1
108,s,20,3.296595896,0,1,0,0,1,0,0,1
108,Rs,21,4.290008922,1,1,0,0,0,0,1,1
108,Rs,22,4.422246636,1,1,0,0,0,0,0,1
108,s,23,2.56509844,0,1,0,0,1,0,0,1
108,s,24,1.847001591,0,1,0,0,1,0,0,1
108,u,25,2.968769893,0,0,0,1,0,0,1,1
108,u,26,4.917343027,0,0,0,1,0,0,0,1
108,Tu,27,2.997447977,0,0,1,1,0,0,0,1
108,Tu,28,1.349804688,0,0,1,1,0,0,1,1
108,u,29,2.049255522,0,0,0,1,0,1,0,1
108,Tu,30,3.233520508,0,0,1,1,0,0,1,1
108,Tu,31,3.505040449,0,0,1,1,0,0,1,1
108,u,32,4.029791486,0,0,0,1,0,1,0,1
108,u,33,2.598232241,0,0,0,1,0,1,1,1
108,u,34,3.24242501,0,0,0,1,0,1,0,1
108,Tu,35,4.01248493,0,0,1,1,0,0,1,1
108,Tu,36,4.010120081,0,0,1,1,0,0,0,1
108,u,37,3.836291353,0,0,0,1,0,1,0,1
108,Tu,38,3.863476562,0,0,1,1,0,0,1,1
108,u,39,2.65643838,0,0,0,1,0,1,0,1
108,Tu,40,2.45923364,0,0,1,1,0,0,1,1
108,u,41,3.468117043,0,0,0,1,0,1,0,1
108,Tu,42,4.023304278,0,0,1,1,0,0,1,1
108,u,43,2.242777356,0,0,0,1,0,1,1,1
108,Tu,44,3.802783806,0,0,1,1,0,0,1,1
108,Tu,45,2.08875205,0,0,1,1,0,0,1,1
108,u,46,4.026056737,0,0,0,1,0,1,0,1
108,u,47,2.220987956,0,0,0,1,0,1,0,1
108,Tu,48,4.494550842,0,0,1,1,0,0,0,1
108,s,49,3.002549913,0,1,0,0,1,0,0,1
108,Tu,50,3.781159879,0,0,1,1,0,0,1,1
108,Rs,51,3.904280599,1,1,0,0,0,0,0,1
108,Rs,52,3.138995587,1,1,0,0,0,0,1,1
108,u,53,3.856915509,0,0,0,1,0,1,0,1
108,s,54,3.04573628,0,1,0,0,1,0,0,1
108,u,55,3.237234459,0,0,0,1,0,1,1,1
108,Tu,56,3.585088735,0,0,1,1,0,0,1,1
108,s,57,3.71645538,0,1,0,0,1,0,0,1
108,Rs,58,3.720005968,1,1,0,0,0,0,1,1
108,u,59,3.823714193,0,0,0,1,0,1,0,1
108,Rs,60,4.023501097,1,1,0,0,0,0,1,1
108,Tu,61,4.443879003,0,0,1,1,0,0,0,1
108,Tu,62,4.414986919,0,0,1,1,0,0,1,1
108,s,63,3.317942527,0,1,0,0,1,0,1,1
108,u,64,3.927752459,0,0,0,1,0,1,0,1
108,Ts,65,3.970518663,0,1,1,0,0,0,0,0
108,Ru,66,3.983792378,1,0,0,1,0,0,0,0
108,Tu,67,3.983792378,0,0,1,1,0,0,0,0
108,Rs,68,3.772962179,1,1,0,0,0,0,0,0
108,T,69,2.586874578,0,0,1,0,0,0,0,0
108,R,70,3.485111642,1,0,0,0,0,0,0,0
108,s,71,3.495047864,0,1,0,0,1,0,0,0
108,u,72,3.708626905,0,0,0,1,0,1,0,0
108,Ts,73,3.946191105,0,1,1,0,0,0,0,0
108,u,74,3.960568878,0,0,0,1,0,1,0,0
108,R,75,3.136820023,1,0,0,0,0,0,0,0
108,Tu,76,4.239008849,0,0,1,1,0,0,0,0
108,s,77,3.982045008,0,1,0,0,1,0,0,0
108,Rs,78,4.605171248,1,1,0,0,0,0,0,0
108,T,79,4.618993328,0,0,1,0,0,0,0,0
108,Ru,80,4.396115967,1,0,0,1,0,0,0,0
109,Rs,1,2.975308642,1,1,0,0,0,0,1,1
109,s,2,3.008230453,0,1,0,0,1,0,0,1
109,s,3,1.016460905,0,1,0,0,1,0,1,1
109,Rs,4,4.967078189,1,1,0,0,0,0,0,1
109,Rs,5,3.020576132,1,1,0,0,0,0,1,1
109,s,6,4.942386831,0,1,0,0,1,0,0,1
109,s,7,3.024691358,0,1,0,0,1,0,0,1
109,Rs,8,4.950617284,1,1,0,0,0,0,0,1
109,Rs,9,3.016460905,1,1,0,0,0,0,1,1
109,s,10,3.028806584,0,1,0,0,1,0,0,1
109,Rs,11,3.650205761,1,1,0,0,0,0,1,1
109,s,12,2.218106996,0,1,0,0,1,0,0,1
109,s,13,3.699588477,0,1,0,0,1,0,0,1
109,Rs,14,3.683127572,1,1,0,0,0,0,1,1
109,s,15,1.654320988,0,1,0,0,1,0,0,1
109,Rs,16,1.75308642,1,1,0,0,0,0,1,1
109,Rs,17,1.798353909,1,1,0,0,0,0,1,1
109,Rs,18,1.835390947,1,1,0,0,0,0,1,1
109,s,19,1.818930041,0,1,0,0,1,0,0,1
109,s,20,3.872427984,0,1,0,0,1,0,1,1
109,Rs,21,3.724279835,1,1,0,0,0,0,0,1
109,s,22,3.794238683,0,1,0,0,1,0,1,1
109,Rs,23,3.950617284,1,1,0,0,0,0,1,1
109,s,24,2.139917695,0,1,0,0,1,0,0,1
109,Tu,25,3.016460905,0,0,1,1,0,0,1,1
109,Tu,26,1.432098765,0,0,1,1,0,0,1,1
109,u,27,3,0,0,0,1,0,1,0,1
109,u,28,1.448559671,0,0,0,1,0,1,0,1
109,u,29,1.358024691,0,0,0,1,0,1,0,1
109,Tu,30,3.773662551,0,0,1,1,0,0,1,1
109,Tu,31,3.654320988,0,0,1,1,0,0,1,1
109,u,32,1.41563786,0,0,0,1,0,1,1,1
109,Tu,33,4.259259259,0,0,1,1,0,0,1,1
109,Tu,34,4.855967078,0,0,1,1,0,0,0,1
109,u,35,3.691358025,0,0,0,1,0,1,1,1
109,u,36,3.086419753,0,0,0,1,0,1,0,1
109,Tu,37,4.559670782,0,0,1,1,0,0,1,1
109,Tu,38,4.522633745,0,0,1,1,0,0,1,1
109,u,39,1.650205761,0,0,0,1,0,1,0,1
109,u,40,1.790123457,0,0,0,1,0,1,0,1
109,Tu,41,4.757201646,0,0,1,1,0,0,1,1
109,u,42,1.41563786,0,0,0,1,0,1,0,1
109,Tu,43,4.592592593,0,0,1,1,0,0,0,1
109,u,44,4.255144033,0,0,0,1,0,1,1,1
109,Tu,45,4.473251029,0,0,1,1,0,0,0,1
109,u,46,4.49382716,0,0,0,1,0,1,0,1
109,u,47,1.522633745,0,0,0,1,0,1,0,1
109,Tu,48,4.374485597,0,0,1,1,0,0,1,1
109,Rs,49,1.592592593,1,1,0,0,0,0,1,1
109,Rs,50,4.358024691,1,1,0,0,0,0,0,1
109,Tu,51,4.407407407,0,0,1,1,0,0,1,1
109,s,52,4.320987654,0,1,0,0,1,0,0,1
109,Tu,53,4.452674897,0,0,1,1,0,0,1,1
109,s,54,1.452674897,0,1,0,0,1,0,0,1
109,u,55,1.522633745,0,0,0,1,0,1,1,1
109,u,56,3.082304527,0,0,0,1,0,1,0,1
109,Rs,57,2.975308642,1,1,0,0,0,0,1,1
109,u,58,1.699588477,0,0,0,1,0,1,0,1
109,Tu,59,3.9218107,0,0,1,1,0,0,1,1
109,s,60,1.724279835,0,1,0,0,1,0,1,1
109,Tu,61,4.201646091,0,0,1,1,0,0,0,1
109,Rs,62,2.028806584,1,1,0,0,0,0,1,1
109,s,63,2.061728395,0,1,0,0,1,0,0,1
109,u,64,4.098765432,0,0,0,1,0,1,0,1
109,Rs,65,1.909465021,1,1,0,0,0,0,0,0
109,s,66,2.934156379,0,1,0,0,1,0,0,0
109,T,67,2.983539095,0,0,1,0,0,0,0,0
109,Ts,68,3.670781893,0,1,1,0,0,0,0,0
109,R,69,2.975308642,1,0,0,0,0,0,0,0
109,Tu,70,4.176954733,0,0,1,1,0,0,0,0
109,Ru,71,3.427983539,1,0,0,1,0,0,0,0
109,u,72,1.87654321,0,0,0,1,0,1,0,0
109,Tu,73,3.748971193,0,0,1,1,0,0,0,0
109,Ru,74,2.975308642,1,0,0,1,0,0,0,0
109,s,75,2.074074074,0,1,0,0,1,0,0,0
109,Rs,76,3.49382716,1,1,0,0,0,0,0,0
109,Ts,77,3.057613169,0,1,1,0,0,0,0,0
109,T,78,2.958847737,0,0,1,0,0,0,0,0
109,u,79,2.082304527,0,0,0,1,0,1,0,0
109,R,80,3.016460905,1,0,0,0,0,0,0,0
110,u,1,2.971064815,0,0,0,1,0,0,0,1
110,Tu,2,2.488811846,0,0,1,1,0,0,0,1
110,Tu,3,2.284336655,0,0,1,1,0,0,1,1
110,u,4,2.44251555,0,0,0,1,0,1,1,1
110,Tu,5,2.72415147,0,0,1,1,0,0,1,1
110,u,6,3.140818137,0,0,0,1,0,1,0,1
110,u,7,2.616126661,0,0,0,1,0,1,0,1
110,Tu,8,3.572916667,0,0,1,1,0,0,1,1
110,Tu,9,3.707947766,0,0,1,1,0,0,1,1
110,u,10,2.268904439,0,0,0,1,0,1,1,1
110,u,11,2.562114433,0,0,0,1,0,1,0,1
110,Tu,12,3.869984803,0,0,1,1,0,0,1,1
110,u,13,2.955632952,0,0,0,1,0,1,0,1
110,Tu,14,3.715663698,0,0,1,1,0,0,1,1
110,u,15,3.715663698,0,0,0,1,0,1,0,1
110,Tu,16,3.688657407,0,0,1,1,0,0,1,1
110,u,17,2.863040359,0,0,0,1,0,1,0,1
110,Tu,18,4.020447766,0,0,1,1,0,0,0,1
110,Tu,19,4.00501555,0,0,1,1,0,0,1,1
110,u,20,2.963348883,0,0,0,1,0,1,0,1
110,Tu,21,3.765818137,0,0,1,1,0,0,0,1
110,Tu,22,3.588348883,0,0,1,1,0,0,1,1
110,u,23,2.940200735,0,0,0,1,0,1,1,1
110,u,24,2.940200735,0,0,0,1,0,1,0,1
110,s,25,2.917052587,0,1,0,0,0,0,0,1
110,s,26,3.025077396,0,1,0,0,0,0,1,1
110,Rs,27,3.025077396,1,1,0,0,0,0,1,1
110,Rs,28,3.025077396,1,1,0,0,0,0,1,1
110,Rs,29,3.43788592,1,1,0,0,0,0,0,1
110,s,30,3.063657407,0,1,0,0,1,0,1,1
110,s,31,3.063657407,0,1,0,0,1,0,0,1
110,Rs,32,3.198688507,1,1,0,0,0,0,1,1
110,Rs,33,3.271990741,1,1,0,0,0,0,1,1
110,s,34,2.990355174,0,1,0,0,1,0,0,1
110,s,35,2.990355174,0,1,0,0,1,0,0,1
110,Rs,36,3.457175926,1,1,0,0,0,0,1,1
110,Rs,37,3.457175926,1,1,0,0,0,0,0,1
110,s,38,2.982638889,0,1,0,0,1,0,1,1
110,s,39,2.998071105,0,1,0,0,1,0,0,1
110,Rs,40,3.522762581,1,1,0,0,0,0,1,1
110,s,41,2.955632952,0,1,0,0,1,0,0,1
110,s,42,2.998071105,0,1,0,0,1,0,0,1
110,Rs,43,3.484182217,1,1,0,0,0,0,1,1
110,Rs,44,3.588348883,1,1,0,0,0,0,0,1
110,s,45,3.021219254,0,1,0,0,1,0,0,1
110,Rs,46,3.52662037,1,1,0,0,0,0,1,1
110,Rs,47,3.52662037,1,1,0,0,0,0,1,1
110,s,48,3.013503322,0,1,0,0,1,0,0,1
110,s,49,3.021219254,0,1,0,0,1,0,0,1
110,Tu,50,3.731095914,0,0,1,1,0,0,1,1
110,u,51,2.681712963,0,0,0,1,0,1,1,1
110,Rs,52,3.707947766,1,1,0,0,0,0,0,1
110,Tu,53,3.553626661,0,0,1,1,0,0,1,1
110,u,54,3.032793328,0,0,0,1,0,1,0,1
110,s,55,3.117669989,0,1,0,0,1,0,0,1
110,Rs,56,3.69251555,1,1,0,0,0,0,1,1
110,u,57,2.959490741,0,0,0,1,0,1,0,1
110,Tu,58,3.572916667,0,0,1,1,0,0,0,1
110,s,59,3.048225544,0,1,0,0,1,0,1,1
110,Rs,60,3.657793328,1,1,0,0,0,0,1,1
110,Rs,61,3.657793328,1,1,0,0,0,0,1,1
110,Tu,62,3.657793328,0,0,1,1,0,0,1,1
110,s,63,2.9787811,0,1,0,0,1,0,0,1
110,u,64,2.917052587,0,0,0,1,0,1,0,1
110,u,65,2.917052587,0,0,0,1,0,1,0,0
110,R,66,3.835262581,1,0,0,0,0,0,0,0
110,Tu,67,3.565200735,0,0,1,1,0,0,0,0
110,T,68,3.958719254,0,0,1,0,0,0,0,0
110,s,69,2.959490741,0,1,0,0,1,0,0,0
110,Rs,70,3.804398148,1,1,0,0,0,0,0,0
110,Ru,71,3.69251555,1,0,0,1,0,0,0,0
110,Ts,72,3.742669989,0,1,1,0,0,0,0,0
110,Ru,73,3.742669989,1,0,0,1,0,0,0,0
110,s,74,3.086805556,0,1,0,0,1,0,0,0
110,T,75,3.754244063,0,0,1,0,0,0,0,0
110,Rs,76,3.700231481,1,1,0,0,0,0,0,0
110,Ts,77,3.72337963,0,1,1,0,0,0,0,0
110,R,78,3.72337963,1,0,0,0,0,0,0,0
110,u,79,2.998071105,0,0,0,1,0,1,0,0
110,Tu,80,3.746527778,0,0,1,1,0,0,0,0
111,Rs,1,2.442119985,1,1,0,0,0,0,1,1
111,s,2,4.475920501,0,1,0,0,1,0,0,1
111,Rs,3,4.671120877,1,1,0,0,0,0,0,1
111,s,4,1.812091893,0,1,0,0,1,0,0,1
111,Rs,5,2.981674081,1,1,0,0,0,0,1,1
111,s,6,1.258092659,0,1,0,0,1,0,0,1
111,Rs,7,3.051542607,1,1,0,0,0,0,1,1
111,s,8,3.051542607,0,1,0,0,1,0,1,1
111,Rs,9,3.051542607,1,1,0,0,0,0,1,1
111,s,10,3.051542607,0,1,0,0,1,0,0,1
111,s,11,3.041212143,0,1,0,0,1,0,0,1
111,Rs,12,3.057039388,1,1,0,0,0,0,1,1
111,Rs,13,2.978258222,1,1,0,0,0,0,1,1
111,s,14,2.984557653,0,1,0,0,1,0,0,1
111,Rs,15,2.996190803,1,1,0,0,0,0,0,1
111,s,16,3.003974067,0,1,0,0,1,0,1,1
111,s,17,3.021983507,0,1,0,0,1,0,0,1
111,s,18,3.021983507,0,1,0,0,1,0,0,1
111,Rs,19,3.034141107,1,1,0,0,0,0,1,1
111,Rs,20,3.041797176,1,1,0,0,0,0,1,1
111,s,21,3.046473524,0,1,0,0,1,0,0,1
111,s,22,3.046473524,0,1,0,0,1,0,1,1
111,Rs,23,3.046473524,1,1,0,0,0,0,1,1
111,Rs,24,3.046473524,1,1,0,0,0,0,0,1
111,Tu,25,3.028883343,0,0,1,1,0,0,1,1
111,u,26,3.028883343,0,0,0,1,0,1,0,1
111,u,27,3.029906322,0,0,0,1,0,1,0,1
111,Tu,28,3.029906322,0,0,1,1,0,0,1,1
111,Tu,29,4.934754774,0,0,1,1,0,0,1,1
111,u,30,1.382302216,0,0,0,1,0,1,0,1
111,Tu,31,4.949887273,0,0,1,1,0,0,1,1
111,u,32,1.069641867,0,0,0,1,0,1,1,1
111,Tu,33,1.224109942,0,0,1,1,0,0,1,1
111,u,34,4.83617079,0,0,0,1,0,1,0,1
111,Tu,35,4.909042245,0,0,1,1,0,0,0,1
111,u,36,4.909042245,0,0,0,1,0,1,1,1
111,Tu,37,1.117836733,0,0,1,1,0,0,1,1
111,u,38,2.998471258,0,0,0,1,0,1,0,1
111,u,39,3.692672767,0,0,0,1,0,1,0,1
111,Tu,40,4.031940225,0,0,1,1,0,0,1,1
111,Tu,41,4.213427132,0,0,1,1,0,0,1,1
111,u,42,3.619596053,0,0,0,1,0,1,1,1
111,Tu,43,4.535198447,0,0,1,1,0,0,0,1
111,u,44,3.589555001,0,0,0,1,0,1,0,1
111,u,45,2.479008427,0,0,0,1,0,1,0,1
111,Tu,46,3.430557967,0,0,1,1,0,0,0,1
111,u,47,2.977838059,0,0,0,1,0,1,0,1
111,Tu,48,4.271965121,0,0,1,1,0,0,1,1
111,u,49,2.94881215,0,0,0,1,0,1,0,1
111,Tu,50,2.94881215,0,0,1,1,0,0,1,1
111,s,51,2.952502291,0,1,0,0,1,0,0,1
111,Rs,52,2.952502291,1,1,0,0,0,0,0,1
111,Tu,53,2.952502291,0,0,1,1,0,0,1,1
111,s,54,2.952502291,0,1,0,0,1,0,0,1
111,Rs,55,2.952502291,1,1,0,0,0,0,1,1
111,u,56,2.952502291,0,0,0,1,0,1,1,1
111,Rs,57,3.497371721,1,1,0,0,0,0,1,1
111,Tu,58,3.497371721,0,0,1,1,0,0,1,1
111,u,59,3.581114065,0,0,0,1,0,1,0,1
111,s,60,2.725293572,0,1,0,0,1,0,1,1
111,s,61,2.940808859,0,1,0,0,1,0,0,1
111,u,62,3.095802891,0,0,0,1,0,1,0,1
111,Rs,63,3.69620075,1,1,0,0,0,0,1,1
111,Tu,64,3.133666691,0,0,1,1,0,0,0,1
111,T,65,3.026303289,0,0,1,0,0,0,0,0
111,u,66,3.026303289,0,0,0,1,0,1,0,0
111,Rs,67,3.759532034,1,1,0,0,0,0,0,0
111,Ru,68,3.759532034,1,0,0,1,0,0,0,0
111,R,69,2.849213626,1,0,0,0,0,0,0,0
111,Ts,70,4.069776295,0,1,1,0,0,0,0,0
111,Tu,71,4.082513503,0,0,1,1,0,0,0,0
111,s,72,2.614847065,0,1,0,0,1,0,0,0
111,Rs,73,3.59151747,1,1,0,0,0,0,0,0
111,R,74,2.905258668,1,0,0,0,0,0,0,0
111,T,75,3.049959611,0,0,1,0,0,0,0,0
111,Ts,76,3.847481735,0,1,1,0,0,0,0,0
111,s,77,2.294208743,0,1,0,0,1,0,0,0
111,u,78,2.298939345,0,0,0,1,0,1,0,0
111,Tu,79,2.538208309,0,0,1,1,0,0,0,0
111,Ru,80,3.8447989,1,0,0,1,0,0,0,0
112,Rs,1,2.995885025,1,1,0,0,0,0,1,1
112,Rs,2,4.366255395,1,1,0,0,0,0,1,1
112,s,3,2.983539346,0,1,0,0,1,0,0,1
112,s,4,1.386831401,0,1,0,0,1,0,0,1
112,Rs,5,4.732510414,1,1,0,0,0,0,1,1
112,Rs,6,4.925925926,1,1,0,0,0,0,0,1
112,s,7,1.20576138,0,1,0,0,1,0,0,1
112,s,8,1.197530864,0,1,0,0,1,0,0,1
112,s,9,1.020576194,0,1,0,0,1,0,1,1
112,Rs,10,3.975308642,1,1,0,0,0,0,1,1
112,s,11,1.765432099,0,1,0,0,1,0,0,1
112,Rs,12,4.78189313,1,1,0,0,0,0,0,1
112,s,13,2.08230459,0,1,0,0,1,0,0,1
112,s,14,1.181070022,0,1,0,0,1,0,1,1
112,Rs,15,4.078189426,1,1,0,0,0,0,1,1
112,Rs,16,4.646090661,1,1,0,0,0,0,0,1
112,s,17,2.843621525,0,1,0,0,1,0,1,1
112,Rs,18,4.481481481,1,1,0,0,0,0,1,1
112,Rs,19,4.52263387,1,1,0,0,0,0,1,1
112,s,20,2.909465272,0,1,0,0,1,0,0,1
112,Rs,21,4.617283951,1,1,0,0,0,0,1,1
112,Rs,22,4.55144058,1,1,0,0,0,0,1,1
112,s,23,2.806584488,0,1,0,0,1,0,0,1
112,s,24,2.683127698,0,1,0,0,1,0,0,1
112,Tu,25,2.962962963,0,0,1,1,0,0,1,1
112,Tu,26,3.650206012,0,0,1,1,0,0,1,1
112,u,27,2.967078315,0,0,0,1,0,1,0,1
112,u,28,2.181070022,0,0,0,1,0,1,0,1
112,u,29,1.835391009,0,0,0,1,0,1,0,1
112,u,30,1.62962963,0,0,0,1,0,1,1,1
112,Tu,31,4.39917708,0,0,1,1,0,0,1,1
112,Tu,32,4.440329469,0,0,1,1,0,0,0,1
112,Tu,33,4.481481481,0,0,1,1,0,0,1,1
112,u,34,1.748971256,0,0,0,1,0,1,0,1
112,Tu,35,4.539094901,0,0,1,1,0,0,0,1
112,u,36,1.814814815,0,0,0,1,0,1,1,1
112,u,37,1.666666667,0,0,0,1,0,1,0,1
112,u,38,1.650205824,0,0,0,1,0,1,0,1
112,Tu,39,4.502057864,0,0,1,1,0,0,1,1
112,Tu,40,4.613168975,0,0,1,1,0,0,0,1
112,Tu,41,4.366255395,0,0,1,1,0,0,1,1
112,u,42,1.654320988,0,0,0,1,0,1,0,1
112,Tu,43,4.52263387,0,0,1,1,0,0,1,1
112,u,44,1.592592593,0,0,0,1,0,1,1,1
112,u,45,1.641975309,0,0,0,1,0,1,0,1
112,u,46,1.670782019,0,0,0,1,0,1,0,1
112,Tu,47,4.42798379,0,0,1,1,0,0,1,1
112,Tu,48,4.460905475,0,0,1,1,0,0,1,1
112,Tu,49,4.600823296,0,0,1,1,0,0,1,1
112,Tu,50,4.65843634,0,0,1,1,0,0,1,1
112,s,51,1.45267496,0,1,0,0,1,0,0,1
112,u,52,1.448559796,0,0,0,1,0,1,0,1
112,s,53,1.50617284,0,1,0,0,1,0,0,1
112,Rs,54,4.646090661,1,1,0,0,0,0,0,1
112,u,55,1.481481481,0,0,0,1,0,1,1,1
112,Rs,56,4.366255395,1,1,0,0,0,0,1,1
112,s,57,1.563786071,0,1,0,0,1,0,0,1
112,u,58,1.633744982,0,0,0,1,0,1,0,1
112,Rs,59,4.481481481,1,1,0,0,0,0,1,1
112,Tu,60,4.514403543,0,0,1,1,0,0,1,1
112,s,61,1.485596833,0,1,0,0,1,0,1,1
112,Tu,62,4.510288191,0,0,1,1,0,0,0,1
112,u,63,1.572016586,0,0,0,1,0,1,0,1
112,Rs,64,4.559670907,1,1,0,0,0,0,1,1
112,Ru,65,4.514403543,1,0,0,1,0,0,0,0
112,u,66,1.559670907,0,0,0,1,0,1,0,0
112,Tu,67,3.407407407,0,0,1,1,0,0,0,0
112,Rs,68,4.55144058,1,1,0,0,0,0,0,0
112,Ts,69,3.111111111,0,1,1,0,0,0,0,0
112,R,70,2.975308642,1,0,0,0,0,0,0,0
112,T,71,3.004115352,0,0,1,0,0,0,0,0
112,s,72,1.584362266,0,1,0,0,1,0,0,0
112,T,73,2.995885025,0,0,1,0,0,0,0,0
112,Ts,74,2.979423994,0,1,1,0,0,0,0,0
112,R,75,3,1,0,0,0,0,0,0,0
112,s,76,1.539094713,0,1,0,0,1,0,0,0
112,u,77,1.477366318,0,0,0,1,0,1,0,0
