Participant,Stimulus,US Exp,BorderColor
114,ABC-2,1.041710029,#fdb462
115,ABC-2,4.716049383,#fdb462
116,ABC-2,1.402777778,#fdb462
117,ABC-2,2.044382659,#fdb462
118,ABC-2,1.168574245,#fdb462
119,ABC-2,1.066303465,#fdb462
120,ABC-2,3.17756255,#fdb462
121,ABC-2,1.016975308,#fdb462
122,ABC-2,1.055555555,#fdb462
123,ABC-2,3.617284003,#fdb462
124,ABC-2,1,#fdb462
125,ABC-2,4.957732688,#fdb462
126,ABC-2,1.123456801,#fdb462
127,ABC-2,3.409876543,#fdb462
128,ABC-2,1.001371742,#fdb462
129,ABC-2,1.278750229,#fdb462
130,ABC-2,3.486747201,#fdb462
131,ABC-2,4.700960219,#fdb462
132,ABC-2,4.94058642,#fdb462
133,ABC-2,1.172839506,#fdb462
134,ABC-2,2.64432073,#fdb462
135,ABC-2,1.010973937,#fdb462
136,ABC-2,3.288065843,#fdb462
137,ABC-2,4.072530864,#fdb462
138,ABC-2,1.810699651,#fdb462
139,ABC-2,1.00308642,#fdb462
140,ABC-2,4.421682099,#fdb462
141,ABC-2,4.120992925,#fdb462
142,ABC-2,1.018654351,#fdb462
143,ABC-2,2.390837192,#fdb462
144,ABC-2,1.178326474,#fdb462
145,ABC-2,1.023319616,#fdb462
146,ABC-2,2.061447812,#fdb462
147,ABC-2,1.00685871,#fdb462
148,ABC-2,1.031770833,#fdb462
149,ABC-2,1.013117284,#fdb462
150,ABC-2,1.032388117,#fdb462
151,ABC-2,4.877915078,#fdb462
152,ABC-2,3.498835772,#fdb462
153,ABC-2,3.093791633,#fdb462
154,ABC-2,1,#fdb462
155,ABC-2,1.026462781,#fdb462
156,ABC-2,4.547067901,#fdb462
157,ABC-2,1.030178347,#fdb462
158,ABC-2,1.068061986,#fdb462
