Participant,Stimulus,US Exp,BorderColor
129,DH,4.499603579,#e41a1c
130,DH,1.107407408,#e41a1c
131,DH,2.979423973,#e41a1c
132,DH,1.351982234,#e41a1c
133,DH,2.356995885,#e41a1c
134,DH,3.013020833,#e41a1c
135,DH,2.353909434,#e41a1c
136,DH,2.972565158,#e41a1c
137,DH,2.940228413,#e41a1c
138,DH,1.069135831,#e41a1c
139,DH,2.349953794,#e41a1c
140,DH,2.638203018,#e41a1c
141,DH,1.197712992,#e41a1c
142,DH,1.039506173,#e41a1c
143,DH,2.233661796,#e41a1c
144,DH,2.101234568,#e41a1c
145,DH,1.292824074,#e41a1c
146,DH,1.26611797,#e41a1c
147,DH,1.997704475,#e41a1c
148,DH,2.167352538,#e41a1c
149,DH,2.393601191,#e41a1c
150,DH,2.362919771,#e41a1c
151,DH,3.196759259,#e41a1c
152,DH,1.136574074,#e41a1c
153,DH,2.927297731,#e41a1c
154,DH,2.113042138,#e41a1c
155,DH,1.334940843,#e41a1c
156,DH,1,#e41a1c
157,DH,2.995884836,#e41a1c
158,DH,3.026286008,#e41a1c
159,DH,2.994205418,#e41a1c
160,DH,1.069283226,#e41a1c
161,DH,2.991769547,#e41a1c
162,DH,1.008230453,#e41a1c
163,DH,2.956104294,#e41a1c
164,DH,2.264746249,#e41a1c
165,DH,3.729453263,#e41a1c
166,DH,2.03201248,#e41a1c
167,DH,2.359396433,#e41a1c
101,H-,2.352537723,#e41a1c
102,H-,1.021399177,#e41a1c
103,H-,2.976954733,#e41a1c
104,H-,1.095473251,#e41a1c
105,H-,1.189251512,#e41a1c
106,H-,2.978068201,#e41a1c
107,H-,3.538625588,#e41a1c
108,H-,1.09739369,#e41a1c
109,H-,1.012345679,#e41a1c
110,H-,1.919067278,#e41a1c
111,H-,1.086356571,#e41a1c
112,H-,1.007639564,#e41a1c
113,H-,1.251028807,#e41a1c
114,H-,1.349800669,#e41a1c
115,H-,1.031963734,#e41a1c
116,H-,1,#e41a1c
117,H-,1.015089205,#e41a1c
118,H-,3.148148148,#e41a1c
119,H-,1.208504822,#e41a1c
120,H-,3.281207133,#e41a1c
121,H-,1,#e41a1c
122,H-,2.902656526,#e41a1c
123,H-,1.004938272,#e41a1c
124,H-,1.011188271,#e41a1c
125,H-,1.030178326,#e41a1c
126,H-,1.059875153,#e41a1c
127,H-,1.013117284,#e41a1c
128,H-,2.956730026,#e41a1c
129,H-,4.254955261,#e41a1c
130,H-,1.062962963,#e41a1c
131,H-,1.100137174,#e41a1c
132,H-,1.145152934,#e41a1c
133,H-,1.053840878,#e41a1c
134,H-,1.033854167,#e41a1c
135,H-,1.709190693,#e41a1c
136,H-,1.750342936,#e41a1c
137,H-,1.033941723,#e41a1c
138,H-,1.071604976,#e41a1c
139,H-,1.023597042,#e41a1c
140,H-,1.669410151,#e41a1c
141,H-,1.239862623,#e41a1c
142,H-,1.067489712,#e41a1c
143,H-,1.708120965,#e41a1c
144,H-,1.021399177,#e41a1c
145,H-,1.265817901,#e41a1c
146,H-,1.288065844,#e41a1c
147,H-,1.021412037,#e41a1c
148,H-,1.042524005,#e41a1c
149,H-,1.238901712,#e41a1c
150,H-,1.261526833,#e41a1c
151,H-,3.241126543,#e41a1c
152,H-,1.097993827,#e41a1c
153,H-,1.205761327,#e41a1c
