,R2
0,"[0.20738275672106854, 0.2935517229971696, 0.2290423474373816, 0.2356672132068126, 0.18866174616486497, 0.18764206832944685, 0.2674161097233865, 0.21434761188052498, 0.23008536751819741, 0.2356889629581722, -0.12470302048620185, -0.010863982731123434, 0.0829369086203191, 0.17146298570462004, 0.2287936362716959, 0.2615746654832104, 0.17854653355343064, 0.18912065357588548, 0.3052438348541008, 0.00901905924647406, 0.19520625335035036, 0.16986910908766562, 0.04787637203499062, 0.20099536350250768, 0.004344081339310635, 0.2183680040459418, 0.31981862511484815, 0.17843358370464857, 0.20135201238850975, 0.4717489959421345, 0.19669480433933306, -0.010170863641682182, 0.2737391534170933, -1.2535189501076576, 0.3831432208436, 0.16300521506596133, 0.3182810366977419, 0.1617546634064897, 0.1737892320486557, 0.23188631532266868, 0.12094362154800431, 0.26355768573370264, 0.3238649533839312, 0.24029829314584994, 0.23444275430461103, 0.28255167569790485, 0.21064143773684585, 0.217306702659816, 0.18799012464816123, 0.19409566633285558, 0.1219661445862894, 0.186112135800648, -0.06717434394060429, 0.2016806224270622, 0.12334483894936277, 0.3227825636685715, 0.16952855647876608, 0.19476544989856592]"
