,R2
0,"[0.023812653177573972, 0.47785331295246725, -0.4222530684226464, 0.5724396668656742, 0.46410088441806285, 0.08499896169166854, 0.007238721939217707, 0.5753343934775345, 0.6349973246837823, 0.34037719079869755, 0.2565181174918211, 0.6932237557560423, 0.48329674975088976, 0.3685739600261566, 0.4661959948882093, 0.44120224120119866, 0.5495724199669121, -0.011555394610720304, 0.5274173273083518, -0.07160268266450087, 0.5840484886055008, 0.018527875032172347, 0.5805758599552662, 0.56493048476588, 0.507455489878608, 0.516880703196834, 0.5486771039223586, 0.016169715139474183, -1.664802742018113, 0.08195780616271597, 0.6091592448784189, 0.6409720729681329, 0.04361792007796994, 0.4689475221460979, -1.1126956434993693, 0.5872580971600787, 0.5592802296810024, 0.346594980898695, 0.5614625832230264, 0.510809720237659, 0.5822522520446608, 0.45090119346110347, -0.2287574952605651, 0.668972395995328, 0.35708690980124946, -0.08048566309283167, 0.6366871806663199, 0.6624157213207207, 0.3633286865409049, 0.1151130430172731, -0.030768585794690884, 0.5735051680104851, 0.5951740080130721, 0.4427776292750204, 0.6446213412494873, 0.11426927251898944, 0.6196467785746267, 0.5344504712125546, 0.013084802897563086, 0.6091592245042579, 0.5821444371477162, 0.5519019752012888, 0.4529707171235007, 0.3231741390002768, 0.6084356846991834, 0.5587636890667804, 0.6260591049496262]"
