,R2
0,"[0.02508850918939476, 0.5371809743896072, -0.4177457126796744, 0.7250337058017765, 0.5083665751973441, 0.08506356671659476, 0.007244320429103945, 0.7947030739374629, 0.7123295805653952, 0.4449226495628843, 0.24893336617496042, 0.7321927407631474, 0.47415234486169044, 0.3772708315809634, 0.5810688730814964, 0.40831455345157863, 0.5701858911114057, -0.009030117577626173, 0.5818761925266449, -0.33235313990316806, 0.7801180818559321, 0.018800016758743876, 0.7909760658272534, 0.6589778891309201, 0.5643446770809984, 0.5406506476663453, 0.6100647535831574, 0.016192608560631094, -1.6636648713253375, 0.07699617665482728, 0.8015462700039222, 0.6562917984885497, 0.0437931913945131, 0.5602275931813666, -1.1055206857174253, 0.6755542702718915, 0.6933782445322263, 0.34511576808906874, 0.7260018919621366, 0.5494477776473032, 0.68015767378903, 0.49683649403254615, -0.22882492891240247, 0.8240072941053238, 0.3807572060980128, -0.07294006604644676, 0.7961110897936835, 0.7489305794907133, 0.5058804223890496, 0.11539025457708374, -0.030462467201918697, 0.6262382263852249, 0.7614253713883079, 0.5034157298211808, 0.8303642135195715, 0.11467439483276287, 0.844220203539157, 0.7132939888261547, 0.01305503906002814, 0.7669522588675459, 0.7200707905383893, 0.5648289674573839, 0.5965464004074169, 0.3136853789332271, 0.7956535647101651, 0.7024559900900653, 0.6145104339044268]"
