,mean,sd,hpd_3%,hpd_97%
α[38],0.944,0.053,0.846,0.998
α[39],0.089,0.012,0.066,0.111
α[40],0.058,0.008,0.043,0.072
α[41],0.877,0.067,0.757,0.975
α[42],0.406,0.055,0.303,0.507
α[43],0.894,0.075,0.764,0.992
α[44],0.964,0.036,0.896,0.998
α[45],0.932,0.056,0.829,0.996
α[46],0.956,0.044,0.879,0.998
α[47],0.927,0.063,0.802,0.996
α[48],0.958,0.046,0.882,0.999
α[49],0.972,0.033,0.918,0.998
α[50],0.039,0.008,0.027,0.054
α[51],0.871,0.064,0.751,0.97
α[52],0.023,0.005,0.013,0.033
α[53],0.953,0.046,0.871,0.998
α[54],0.89,0.076,0.757,0.985
α[55],0.564,0.071,0.427,0.689
α[56],0.815,0.08,0.67,0.95
α[57],0.972,0.03,0.924,0.999
iotaP[0],0.763,0.168,0.435,0.988
iotaP[1],0.653,0.199,0.291,0.972
iotaP[2],0.758,0.172,0.433,0.989
iotaP[3],0.649,0.207,0.262,0.965
iotaP[4],0.59,0.187,0.253,0.917
iotaP[5],0.741,0.167,0.445,0.981
iotaP[6],0.519,0.198,0.168,0.867
iotaP[7],0.746,0.173,0.402,0.978
iotaP[8],0.777,0.151,0.485,0.988
iotaP[9],0.745,0.173,0.424,0.988
iotaP[10],0.53,0.227,0.105,0.896
iotaP[11],0.532,0.24,0.128,0.928
iotaP[12],0.317,0.102,0.145,0.509
iotaP[13],0.613,0.199,0.255,0.952
iotaP[14],0.4,0.111,0.214,0.613
iotaP[15],0.771,0.159,0.457,0.989
iotaP[16],0.387,0.171,0.1,0.708
iotaP[17],0.674,0.186,0.342,0.966
iotaP[18],0.552,0.171,0.239,0.864
iotaP[19],0.531,0.233,0.131,0.921
iotaP[20],0.782,0.155,0.484,0.979
iotaP[21],0.735,0.171,0.415,0.982
iotaP[22],0.686,0.201,0.31,0.978
iotaP[23],0.757,0.16,0.45,0.988
iotaP[24],0.486,0.186,0.129,0.792
iotaP[25],0.196,0.08,0.069,0.347
iotaP[26],0.137,0.025,0.09,0.184
iotaP[27],0.71,0.182,0.366,0.977
iotaP[28],0.414,0.188,0.099,0.762
iotaP[29],0.267,0.108,0.101,0.483
iotaP[30],0.654,0.205,0.292,0.975
iotaP[31],0.543,0.235,0.145,0.944
iotaP[32],0.211,0.063,0.109,0.331
iotaP[33],0.514,0.233,0.099,0.901
iotaP[34],0.172,0.041,0.098,0.245
iotaP[35],0.191,0.043,0.119,0.271
iotaP[36],0.18,0.062,0.075,0.303
iotaP[37],0.085,0.017,0.054,0.118
iotaP[38],0.619,0.179,0.302,0.932
iotaP[39],0.494,0.22,0.104,0.867
iotaP[40],0.598,0.227,0.2,0.959
iotaP[41],0.68,0.166,0.376,0.943
iotaP[42],0.114,0.028,0.066,0.166
iotaP[43],0.393,0.17,0.102,0.706
iotaP[44],0.701,0.174,0.39,0.968
iotaP[45],0.493,0.171,0.178,0.791
iotaP[46],0.738,0.177,0.417,0.984
iotaP[47],0.555,0.187,0.217,0.858
iotaP[48],0.764,0.16,0.481,0.99
iotaP[49],0.746,0.165,0.425,0.987
iotaP[50],0.551,0.234,0.146,0.941
iotaP[51],0.332,0.119,0.135,0.558
iotaP[52],0.534,0.235,0.075,0.893
iotaP[53],0.547,0.148,0.28,0.828
iotaP[54],0.299,0.109,0.102,0.492
iotaP[55],0.018,0.007,0.006,0.031
iotaP[56],0.431,0.152,0.167,0.72
iotaP[57],0.753,0.167,0.441,0.979
iotaN[0],0.895,0.104,0.693,0.998
iotaN[1],0.789,0.16,0.494,0.99
iotaN[2],0.88,0.124,0.665,0.998
iotaN[3],0.033,0.008,0.018,0.045
iotaN[4],0.766,0.153,0.479,0.981
iotaN[5],0.881,0.114,0.669,0.995
iotaN[6],0.05,0.011,0.03,0.071
iotaN[7],0.793,0.147,0.51,0.987
iotaN[8],0.898,0.101,0.685,0.998
iotaN[9],0.892,0.107,0.689,0.998
iotaN[10],0.534,0.259,0.096,0.952
iotaN[11],0.478,0.257,0.066,0.931
iotaN[12],0.109,0.019,0.075,0.145
iotaN[13],0.721,0.172,0.418,0.968
iotaN[14],0.035,0.017,0.01,0.065
iotaN[15],0.851,0.132,0.615,0.996
iotaN[16],0.761,0.153,0.476,0.984
iotaN[17],0.804,0.155,0.491,0.989
iotaN[18],0.813,0.13,0.554,0.985
iotaN[19],0.513,0.261,0.083,0.937
iotaN[20],0.818,0.142,0.554,0.99
iotaN[21],0.878,0.113,0.676,0.998
iotaN[22],0.047,0.012,0.027,0.071
iotaN[23],0.772,0.146,0.478,0.969
iotaN[24],0.739,0.157,0.442,0.962
iotaN[25],0.86,0.137,0.594,0.998
iotaN[26],0.165,0.036,0.103,0.232
iotaN[27],0.892,0.109,0.678,0.996
iotaN[28],0.823,0.137,0.573,0.989
iotaN[29],0.175,0.094,0.033,0.348
iotaN[30],0.214,0.164,0.009,0.531
iotaN[31],0.481,0.263,0.051,0.925
iotaN[32],0.755,0.161,0.456,0.976
iotaN[33],0.529,0.255,0.099,0.95
iotaN[34],0.293,0.095,0.131,0.475
iotaN[35],0.67,0.169,0.363,0.955
iotaN[36],0.086,0.017,0.059,0.12
iotaN[37],0.094,0.018,0.062,0.128
iotaN[38],0.875,0.12,0.647,0.996
iotaN[39],0.468,0.216,0.07,0.813
iotaN[40],0.439,0.255,0.025,0.87
iotaN[41],0.898,0.1,0.705,0.998
iotaN[42],0.107,0.023,0.071,0.153
iotaN[43],0.758,0.16,0.449,0.974
iotaN[44],0.893,0.105,0.709,0.997
iotaN[45],0.739,0.145,0.456,0.95
iotaN[46],0.919,0.087,0.748,0.997
iotaN[47],0.869,0.121,0.635,0.997
iotaN[48],0.853,0.128,0.592,0.998
iotaN[49],0.866,0.126,0.635,0.996
iotaN[50],0.467,0.26,0.04,0.89
iotaN[51],0.643,0.14,0.388,0.887
iotaN[52],0.544,0.256,0.123,0.98
iotaN[53],0.811,0.153,0.505,0.993
iotaN[54],0.88,0.123,0.655,0.998
iotaN[55],0.01,0.005,0.002,0.018
iotaN[56],0.714,0.169,0.392,0.96
iotaN[57],0.869,0.127,0.63,0.997
iotaNabs[0],0.719,0.172,0.399,0.969
iotaNabs[1],0.563,0.175,0.256,0.882
iotaNabs[2],0.654,0.183,0.335,0.95
iotaNabs[3],0.041,0.021,0.01,0.079
iotaNabs[4],0.755,0.177,0.425,0.991
iotaNabs[5],0.771,0.167,0.45,0.989
iotaNabs[6],0.497,0.201,0.161,0.856
iotaNabs[7],0.698,0.187,0.352,0.98
iotaNabs[8],0.755,0.175,0.412,0.992
iotaNabs[9],0.647,0.163,0.349,0.927
iotaNabs[10],0.536,0.246,0.12,0.939
iotaNabs[11],0.505,0.244,0.071,0.902
iotaNabs[12],0.214,0.125,0.028,0.45
iotaNabs[13],0.732,0.178,0.408,0.98
iotaNabs[14],0.014,0.017,0.001,0.036
iotaNabs[15],0.484,0.163,0.195,0.773
iotaNabs[16],0.749,0.17,0.434,0.983
iotaNabs[17],0.373,0.19,0.069,0.732
iotaNabs[18],0.243,0.141,0.029,0.502
iotaNabs[19],0.531,0.239,0.139,0.934
iotaNabs[20],0.543,0.175,0.224,0.845
iotaNabs[21],0.694,0.188,0.354,0.978
iotaNabs[22],0.311,0.166,0.05,0.617
iotaNabs[23],0.758,0.171,0.424,0.979
iotaNabs[24],0.759,0.172,0.427,0.99
iotaNabs[25],0.716,0.199,0.351,0.984
iotaNabs[26],0.338,0.21,0.021,0.721
iotaNabs[27],0.681,0.19,0.331,0.968
iotaNabs[28],0.217,0.07,0.105,0.36
iotaNabs[29],0.338,0.196,0.039,0.689
iotaNabs[30],0.653,0.219,0.242,0.984
iotaNabs[31],0.507,0.24,0.122,0.94
iotaNabs[32],0.658,0.209,0.284,0.978
iotaNabs[33],0.52,0.237,0.14,0.942
iotaNabs[34],0.35,0.202,0.046,0.729
iotaNabs[35],0.297,0.202,0.009,0.677
iotaNabs[36],0.336,0.138,0.095,0.588
iotaNabs[37],0.759,0.178,0.414,0.992
iotaNabs[38],0.558,0.192,0.185,0.864
iotaNabs[39],0.492,0.242,0.099,0.913
iotaNabs[40],0.49,0.247,0.091,0.916
iotaNabs[41],0.312,0.093,0.141,0.476
iotaNabs[42],0.433,0.208,0.104,0.835
iotaNabs[43],0.546,0.205,0.181,0.884
iotaNabs[44],0.554,0.201,0.188,0.893
iotaNabs[45],0.703,0.177,0.378,0.971
iotaNabs[46],0.685,0.171,0.354,0.955
iotaNabs[47],0.52,0.186,0.202,0.851
iotaNabs[48],0.747,0.172,0.429,0.989
iotaNabs[49],0.737,0.178,0.4,0.986
iotaNabs[50],0.517,0.238,0.093,0.892
iotaNabs[51],0.392,0.19,0.073,0.726
iotaNabs[52],0.52,0.245,0.111,0.928
iotaNabs[53],0.742,0.173,0.405,0.975
iotaNabs[54],0.522,0.224,0.157,0.927
iotaNabs[55],0.637,0.208,0.237,0.945
iotaNabs[56],0.722,0.177,0.385,0.975
iotaNabs[57],0.682,0.186,0.339,0.97
iotaP2abs[0],0.71,0.178,0.373,0.976
iotaP2abs[1],0.123,0.062,0.032,0.24
iotaP2abs[2],0.7,0.178,0.376,0.968
iotaP2abs[3],0.473,0.224,0.088,0.85
iotaP2abs[4],0.549,0.227,0.168,0.937
iotaP2abs[5],0.676,0.185,0.344,0.977
iotaP2abs[6],0.349,0.227,0.012,0.763
iotaP2abs[7],0.346,0.201,0.05,0.731
iotaP2abs[8],0.694,0.184,0.339,0.967
iotaP2abs[9],0.666,0.202,0.277,0.957
iotaP2abs[10],0.493,0.237,0.051,0.881
iotaP2abs[11],0.496,0.237,0.087,0.895
iotaP2abs[12],0.49,0.22,0.107,0.863
iotaP2abs[13],0.654,0.207,0.259,0.969
iotaP2abs[14],0.49,0.241,0.107,0.917
iotaP2abs[15],0.024,0.026,0.001,0.065
iotaP2abs[16],0.603,0.209,0.242,0.955
iotaP2abs[17],0.539,0.221,0.194,0.945
iotaP2abs[18],0.04,0.03,0.004,0.09
iotaP2abs[19],0.495,0.246,0.084,0.889
iotaP2abs[20],0.652,0.198,0.27,0.954
iotaP2abs[21],0.658,0.199,0.291,0.952
iotaP2abs[22],0.548,0.228,0.168,0.945
iotaP2abs[23],0.67,0.203,0.319,0.983
iotaP2abs[24],0.246,0.104,0.064,0.422
iotaP2abs[25],0.698,0.201,0.322,0.984
iotaP2abs[26],0.124,0.121,0.004,0.375
iotaP2abs[27],0.687,0.182,0.344,0.958
iotaP2abs[28],0.699,0.191,0.35,0.979
iotaP2abs[29],0.493,0.238,0.064,0.889
iotaP2abs[30],0.511,0.242,0.117,0.91
iotaP2abs[31],0.49,0.244,0.104,0.934
iotaP2abs[32],0.178,0.081,0.053,0.332
iotaP2abs[33],0.48,0.242,0.056,0.881
iotaP2abs[34],0.181,0.108,0.024,0.383
iotaP2abs[35],0.201,0.125,0.021,0.437
iotaP2abs[36],0.164,0.139,0.01,0.427
iotaP2abs[37],0.424,0.204,0.095,0.794
iotaP2abs[38],0.659,0.203,0.308,0.973
iotaP2abs[39],0.472,0.248,0.044,0.883
iotaP2abs[40],0.503,0.243,0.099,0.92
iotaP2abs[41],0.444,0.179,0.156,0.802
iotaP2abs[42],0.443,0.246,0.036,0.844
iotaP2abs[43],0.535,0.228,0.134,0.909
iotaP2abs[44],0.691,0.184,0.36,0.973
iotaP2abs[45],0.06,0.035,0.011,0.127
iotaP2abs[46],0.664,0.196,0.307,0.965
iotaP2abs[47],0.677,0.209,0.297,0.986
iotaP2abs[48],0.685,0.188,0.313,0.952
iotaP2abs[49],0.314,0.159,0.077,0.63
iotaP2abs[50],0.493,0.244,0.111,0.927
iotaP2abs[51],0.578,0.213,0.198,0.916
iotaP2abs[52],0.487,0.242,0.09,0.902
iotaP2abs[53],0.414,0.186,0.096,0.758
iotaP2abs[54],0.362,0.16,0.091,0.654
iotaP2abs[55],0.484,0.241,0.086,0.916
iotaP2abs[56],0.58,0.188,0.263,0.93
iotaP2abs[57],0.679,0.181,0.36,0.965
iotaN2[0],0.675,0.199,0.32,0.979
iotaN2[1],0.036,0.015,0.013,0.066
iotaN2[2],0.681,0.185,0.338,0.959
iotaN2[3],0.069,0.053,0.007,0.154
iotaN2[4],0.127,0.04,0.056,0.197
iotaN2[5],0.648,0.209,0.266,0.962
iotaN2[6],0.056,0.047,0.004,0.139
iotaN2[7],0.696,0.192,0.34,0.972
iotaN2[8],0.688,0.187,0.344,0.984
iotaN2[9],0.642,0.213,0.249,0.97
iotaN2[10],0.426,0.25,0.023,0.847
iotaN2[11],0.434,0.252,0.011,0.854
iotaN2[12],0.324,0.13,0.093,0.553
iotaN2[13],0.436,0.18,0.128,0.76
iotaN2[14],0.334,0.229,0.01,0.758
iotaN2[15],0.094,0.113,0.002,0.315
iotaN2[16],0.048,0.017,0.022,0.081
iotaN2[17],0.302,0.154,0.059,0.585
iotaN2[18],0.026,0.012,0.009,0.049
iotaN2[19],0.438,0.255,0.044,0.87
iotaN2[20],0.597,0.19,0.265,0.919
iotaN2[21],0.604,0.218,0.212,0.961
iotaN2[22],0.07,0.057,0.005,0.164
iotaN2[23],0.613,0.178,0.278,0.907
iotaN2[24],0.011,0.012,0.001,0.03
iotaN2[25],0.029,0.016,0.006,0.058
iotaN2[26],0.042,0.039,0.002,0.11
iotaN2[27],0.68,0.193,0.333,0.981
iotaN2[28],0.495,0.206,0.14,0.871
iotaN2[29],0.427,0.249,0.032,0.871
iotaN2[30],0.441,0.248,0.027,0.863
iotaN2[31],0.442,0.248,0.057,0.883
iotaN2[32],0.487,0.244,0.093,0.91
iotaN2[33],0.44,0.251,0.018,0.849
iotaN2[34],0.06,0.028,0.02,0.112
iotaN2[35],0.021,0.019,0.002,0.052
iotaN2[36],0.095,0.053,0.021,0.187
iotaN2[37],0.354,0.127,0.129,0.576
iotaN2[38],0.688,0.191,0.323,0.977
iotaN2[39],0.424,0.243,0.062,0.856
iotaN2[40],0.45,0.251,0.049,0.882
iotaN2[41],0.587,0.225,0.198,0.973
iotaN2[42],0.373,0.214,0.041,0.762
iotaN2[43],0.513,0.198,0.182,0.873
iotaN2[44],0.66,0.205,0.296,0.985
iotaN2[45],0.594,0.193,0.232,0.91
iotaN2[46],0.685,0.192,0.335,0.974
iotaN2[47],0.108,0.036,0.044,0.171
iotaN2[48],0.494,0.247,0.071,0.882
iotaN2[49],0.653,0.208,0.286,0.969
iotaN2[50],0.43,0.249,0.029,0.858
iotaN2[51],0.007,0.005,0.001,0.015
iotaN2[52],0.45,0.25,0.04,0.874
iotaN2[53],0.072,0.02,0.035,0.106
iotaN2[54],0.555,0.224,0.173,0.93
iotaN2[55],0.441,0.247,0.079,0.896
iotaN2[56],0.283,0.118,0.082,0.507
iotaN2[57],0.539,0.2,0.197,0.891
