,R2
0,"[-0.11080131955674588, 0.21851930073389103, -1.7316314790674818, 0.1650627099615638, 0.27159259667598123, -0.11020252929315055, -0.20944347582458978, 0.1646526265751861, 0.2812518087830894, 0.07309348191211662, 0.16146573470330639, 0.3416127162359749, 0.30675231602289266, 0.18447241714015794, 0.14739887062491197, 0.24096363553767053, 0.26301125648523394, -1.4253772691144766, 0.30919107066230445, -0.21245532724434413, 0.22021302591858138, -0.1736820266136514, 0.17396606174489526, 0.20771491163246436, 0.2839069600422981, 0.3825227431817376, 0.30824218785502644, -0.4384508447254367, -1.6094131936336122, -0.09967225042887118, 0.17619001448690463, 0.4244548884649202, -0.6750576668727948, 0.24548271000367994, -1.0598011056073462, 0.18691449735230348, 0.22352177947904583, 0.4286355788687759, 0.18349190759303557, 0.24353075350730258, 0.2788631473147517, 0.16616020176958535, -0.33146795013179675, 0.24277511324252177, 0.34594944582602305, -0.28697294449390554, 0.24468146643715294, 0.22165822244461975, 0.07408864812271843, -0.06760342700955446, -2.729781541484376, 0.24773447686209293, 0.16379596014278253, 0.15857434183988894, 0.22512291593264044, 0.0038694116465798345, 0.19475760443649548, 0.15389261683335465, -0.4845731316876529, 0.2302577958512816, 0.1759687435528895, 0.4517808890684497, 0.2528119558395455, 0.13043570261111936, 0.17539987522635847, 0.14727991297692555, 0.2482109576919438]"
