,Simulated_α,Recovered_α
0,0.40483452635109995,0.4048495004095667
1,0.6834247552570138,0.6835650022529693
2,0.48060060896653467,0.4804895551987604
3,0.40035613183195157,0.4004293196697701
4,0.5236967853205445,0.5237203030964548
5,0.8810918281050758,0.8811155525787195
6,0.6629481210083847,0.662976010093738
7,0.6347924381047633,0.6346881156022774
8,0.20468295507575102,0.2047046675976081
9,0.08687519454422028,0.08686909657084618
10,0.6296334887400695,0.6296819091191758
11,0.8218936653914508,0.8219271988228838
12,0.2545747197089373,0.25456731223284507
13,0.8536085904062184,0.8536459953643565
14,0.3993248141569575,0.3992039217761374
15,0.8040775135908007,0.8041145886687949
16,0.5085267680702775,0.508583826354674
17,0.6706029863052336,0.6705615435469535
18,0.4590300755938611,0.4589530460663909
19,0.7371747899183058,0.7372332127015685
20,0.19115357233074823,0.19117576971578462
21,0.3250662950142771,0.32508464141317467
22,0.6157727850316229,0.6157214745331642
23,0.8911426171167081,0.8911121528484678
24,0.5311284674819365,0.5313255149960521
25,0.30957119404396183,0.30960259235623916
26,0.8600212986869795,0.8600829161385645
27,0.3628738258554883,0.36280723589080976
28,0.4135002318244289,0.41343419457941144
29,0.24173098008648944,0.24166315267188926
30,0.4147751573001556,0.41466516318338964
31,0.49547904824372524,0.4954592396421051
32,0.6413174767608378,0.6413718787460935
33,0.3662797539867836,0.3664388918883065
34,0.07291582108383923,0.07289525566621628
35,0.3407166824357838,0.34057887684989147
36,0.763440274265663,0.7634688428375834
37,0.7186245154257936,0.7185297878055159
38,0.8274914006177602,0.8275009047310589
39,0.7476337780645324,0.7476244007539771
40,0.825416549729071,0.8254532261591642
41,0.635369681728138,0.6354637877915436
42,0.535475476688127,0.5354795499315895
43,0.689627924270648,0.6896914263445206
44,0.3031456310094688,0.3031642260032681
45,0.7904522201515104,0.7904605045903047
46,0.6306036127815423,0.6306682678958119
47,0.5019491154092767,0.5018940871554064
48,0.2226105355127937,0.22258111077345308
49,0.3397681110231774,0.33979474359204137
50,0.5976610493856931,0.5975799781590928
51,0.3873062759261732,0.3873178672227623
52,0.6620134664634654,0.661979797274173
53,0.6850940581241772,0.6849382487578417
54,0.7295590434595516,0.7295978602334592
55,0.6072142063461246,0.6071884754481458
56,0.7682980929418256,0.7682748380929397
57,0.44239608315969225,0.44241660917970577
58,0.3837603617264854,0.3836862379963223
59,0.46950252118356994,0.46947619240418004
60,0.3394489662133044,0.3394586141256965
61,0.3886288873388634,0.3887005317923816
62,0.4093887672162984,0.4095071905337372
63,0.4476682871880069,0.4475223384266016
64,0.8320246590826714,0.8320473692565262
65,0.5721666482356902,0.5720651262362353
66,0.6606432079353461,0.6606754973911017
